cz_label,year,posts_total,posts_airea,cz_pop_year,airea_pct_posts,posts_per_1000
"Aberdeen, SD",2010,2192,303,29922.38586358636,0.13822992700729927,73.25619053217025
"Aberdeen, SD",2011,2455,338,31257.740196078434,0.13767820773930753,78.54054658461848
"Aberdeen, SD",2012,5454,951,29971.077435897438,0.17436743674367436,181.97543987749827
"Aberdeen, SD",2013,8554,1505,28952.311198501873,0.17594108019639934,295.45136971457475
"Aberdeen, SD",2014,7588,1314,30163.29047619048,0.1731681602530311,251.56406612831645
"Aberdeen, SD",2015,8915,1768,30554.581998474445,0.19831744251261918,291.7729327943389
"Aberdeen, SD",2016,7108,1114,30802.991386217953,0.15672481710748454,230.7568090020082
"Aberdeen, SD",2017,5048,1173,32641.62767702936,0.23236925515055468,154.64915076990445
"Aberdeen, SD",2018,3390,587,32597.10721247564,0.17315634218289086,103.99695831606098
"Aberdeen, SD",2019,2534,407,33688.67450052577,0.1606156274664562,75.218156771364
"Aberdeen, SD",2020,3396,511,32445.437054026508,0.15047114252061247,104.66803064927595
"Aberdeen, SD",2021,4593,705,31550.956376429203,0.1534944480731548,145.57403411806862
"Aberdeen, SD",2022,4798,767,31565.95916666666,0.1598582742809504,151.9991828750333
"Aberdeen, SD",2023,5354,944,29475.21350210971,0.17631677250653716,181.6441465170993
"Aberdeen, SD",2024,6419,756,NA,0.11777535441657579,NA
"Aberdeen, SD",2025,716,102,NA,0.1424581005586592,NA
"Aberdeen, WA",2010,3538,375,49147.37272727273,0.105992085924251,71.98757133230649
"Aberdeen, WA",2011,4317,629,51112.027857829016,0.14570303451470928,84.46152854682227
"Aberdeen, WA",2012,4473,680,51625.9781420765,0.1520232506147999,86.6424261771883
"Aberdeen, WA",2013,5334,753,50403.243523316065,0.14116985376827895,105.82652280170308
"Aberdeen, WA",2014,4906,742,50301.72574955908,0.1512433754586221,97.53144503283772
"Aberdeen, WA",2015,8348,1143,46565.27462568952,0.13691902252036417,179.27522315941644
"Aberdeen, WA",2016,9229,1204,48659.089953271025,0.13045833784808755,189.66651470183518
"Aberdeen, WA",2017,8385,1211,49848.30569514238,0.14442456768038164,168.2103309845715
"Aberdeen, WA",2018,6692,974,50816.35524054983,0.14554692169754932,131.68988543790715
"Aberdeen, WA",2019,5258,648,51297.27055702918,0.12324077596044124,102.50058030191832
"Aberdeen, WA",2020,5681,695,52991.19273743017,0.12233761661679282,107.20649425932326
"Aberdeen, WA",2021,7784,1077,52764.27647975078,0.138360739979445,147.52405451797006
"Aberdeen, WA",2022,8588,1061,55223.78531073446,0.12354448067070331,155.51270076248565
"Aberdeen, WA",2023,7111,767,53979.51046901173,0.10786106032906764,131.73517021948993
"Aberdeen, WA",2024,9481,906,NA,0.09555954013289737,NA
"Aberdeen, WA",2025,1868,203,NA,0.10867237687366167,NA
"Abilene, TX",2010,6580,857,120098.42901960785,0.13024316109422493,54.78839360109962
"Abilene, TX",2011,9503,1392,123345.71327683616,0.14648005892875934,77.04361787321737
"Abilene, TX",2012,6824,1136,123958.63630136986,0.16647127784290738,55.05062175264176
"Abilene, TX",2013,9519,1376,123093.5396575821,0.14455299926462864,77.33143450484621
"Abilene, TX",2014,10632,1663,122736.00386221295,0.15641459744168548,86.62494838870423
"Abilene, TX",2015,9610,1306,121075.82171286426,0.13590010405827263,79.37175122206038
"Abilene, TX",2016,10334,1228,119155.7685810811,0.1188310431585059,86.72681249979178
"Abilene, TX",2017,11375,1462,117476.34085185186,0.12852747252747251,96.82800738869531
"Abilene, TX",2018,14866,2176,121096.94416329284,0.1463742768734024,122.76114895148785
"Abilene, TX",2019,16589,2039,118126.15999999999,0.12291277352462475,140.43459975334846
"Abilene, TX",2020,18679,2179,114489.5721895425,0.11665506718775095,163.1502296914526
"Abilene, TX",2021,22228,3208,117198.63504587155,0.1443224761561994,189.66091193212242
"Abilene, TX",2022,28520,3719,114000.2884707288,0.13039971949509116,250.17480554290805
"Abilene, TX",2023,28476,3595,113359.74278787879,0.12624666385728334,251.20028768312318
"Abilene, TX",2024,23415,3042,NA,0.1299167200512492,NA
"Abilene, TX",2025,3817,598,NA,0.15666753995284255,NA
"Alamogordo, NM",2010,1317,144,51037.555555555555,0.10933940774487472,25.80452738506285
"Alamogordo, NM",2011,1894,202,50846.38576779026,0.10665258711721225,37.249451881392034
"Alamogordo, NM",2012,1744,223,52218.21722846442,0.12786697247706422,33.398306042691495
"Alamogordo, NM",2013,2069,231,53293.55762081784,0.11164813919768003,38.822703763199236
"Alamogordo, NM",2014,2748,446,51491,0.16229985443959244,53.368549843662
"Alamogordo, NM",2015,2901,386,50672.354632587856,0.13305756635642882,57.25015190303275
"Alamogordo, NM",2016,4018,562,51462.081210191085,0.13987058237929317,78.07690449962432
"Alamogordo, NM",2017,4502,838,53161.835889570546,0.18613949355841847,84.68481053498036
"Alamogordo, NM",2018,4267,527,55456.861918604656,0.12350597609561753,76.94268756610818
"Alamogordo, NM",2019,3844,435,46786.72549019607,0.11316337148803329,82.1600562921526
"Alamogordo, NM",2020,3524,569,49439.76205787781,0.16146424517593644,71.27866019813257
"Alamogordo, NM",2021,3163,602,50507.61094224924,0.19032564021498577,62.62422516116624
"Alamogordo, NM",2022,5328,1119,55140.64150943396,0.21002252252252251,96.62564406488521
"Alamogordo, NM",2023,5945,723,53307.13930348258,0.1216148023549201,111.52352344691681
"Alamogordo, NM",2024,5469,585,NA,0.10696653867251783,NA
"Alamogordo, NM",2025,1068,105,NA,0.09831460674157304,NA
"Alamosa, CO",2010,1004,102,12271.064814814816,0.10159362549800798,81.81849050197128
"Alamosa, CO",2011,1427,151,11936.629333333334,0.10581639803784162,119.54798629920316
"Alamosa, CO",2012,1228,154,11831.362345679014,0.1254071661237785,103.79193571469675
"Alamosa, CO",2013,2028,290,12206.704801324504,0.14299802761341224,166.1382029800499
"Alamosa, CO",2014,2541,502,12395.887264150942,0.19756001574183393,204.98734345129154
"Alamosa, CO",2015,2055,384,12805.608536585365,0.18686131386861313,160.47655948008298
"Alamosa, CO",2016,2608,485,12440.324807480747,0.18596625766871167,209.64082854426198
"Alamosa, CO",2017,2392,556,12608.147232472325,0.23244147157190637,189.71859670542204
"Alamosa, CO",2018,2458,407,12707.083828382836,0.16558177379983727,193.43541234140238
"Alamosa, CO",2019,2633,323,12087.48795986622,0.1226737561716673,217.82855203184346
"Alamosa, CO",2020,2404,376,12519.621022067364,0.15640599001663893,192.01859191765118
"Alamosa, CO",2021,3771,571,12155.684054054054,0.15141872182444974,310.22523975047955
"Alamosa, CO",2022,3289,265,12212.914583333333,0.08057160231073275,269.305085003085
"Alamosa, CO",2023,2208,196,12327.61970260223,0.08876811594202899,179.11000284458115
"Alamosa, CO",2024,2130,192,NA,0.09014084507042254,NA
"Alamosa, CO",2025,374,48,NA,0.12834224598930483,NA
"Albany, GA",2010,4628,705,74372.56813744889,0.15233362143474502,62.227244747645855
"Albany, GA",2011,7785,1286,76578.28619283941,0.16518946692357098,101.6606715433121
"Albany, GA",2012,5345,1070,67481.2336786623,0.20018709073900842,79.20720633905808
"Albany, GA",2013,9952,1814,68249.05013457558,0.1822749196141479,145.8188792426611
"Albany, GA",2014,10694,1912,63391.36504305426,0.17879184589489433,168.69805521204395
"Albany, GA",2015,10523,1875,59742.173526585524,0.17818112705502234,176.14022689210026
"Albany, GA",2016,10405,1875,61176.442469911046,0.1802018260451706,170.08180894332952
"Albany, GA",2017,10721,2228,61996.81294091711,0.20781643503404534,172.92824407308
"Albany, GA",2018,9899,1821,61566.85885923601,0.18395797555308618,160.78455492804457
"Albany, GA",2019,11874,2102,61918.41310568088,0.17702543372073437,191.76848056060058
"Albany, GA",2020,12750,2030,59451.76163084703,0.1592156862745098,214.45958286599463
"Albany, GA",2021,13689,2605,57618.96034516476,0.19029878004236978,237.5780458029168
"Albany, GA",2022,10632,1604,60729.982929325575,0.1508653122648608,175.070031097703
"Albany, GA",2023,10720,1721,58247.46600681843,0.1605410447761194,184.04234097917873
"Albany, GA",2024,8462,1407,NA,0.1662727487591586,NA
"Albany, GA",2025,1613,248,NA,0.15375077495350278,NA
"Albany, NY",2010,54022,6639,181267.74541211795,0.12289437636518455,298.023235613039
"Albany, NY",2011,68989,9505,178993.90114788924,0.13777558741248605,385.42653999702236
"Albany, NY",2012,84411,12062,179622.81569559386,0.14289606804800323,469.93473336400103
"Albany, NY",2013,92474,13563,146118.49627657677,0.14666825269805567,632.8699128203652
"Albany, NY",2014,85925,13248,157145.26130582666,0.15418097177771312,546.7870891300879
"Albany, NY",2015,89038,14119,155522.85527483438,0.1585727442215683,572.5074931440479
"Albany, NY",2016,93204,13872,159891.42365029606,0.14883481395648254,582.9205711736586
"Albany, NY",2017,99537,15578,156916.6095722305,0.15650461637381075,634.3305547535552
"Albany, NY",2018,92637,14547,156424.64249448793,0.15703228731500374,592.2148743492531
"Albany, NY",2019,92580,14344,158532.0021723741,0.15493627133290128,583.983036430313
"Albany, NY",2020,77990,12210,158786.68689271805,0.15655853314527504,491.1620837123003
"Albany, NY",2021,94524,14753,153439.36813144613,0.1560767635732724,616.0348621810316
"Albany, NY",2022,86864,14740,154113.97102670211,0.16969055074599373,563.6348179293217
"Albany, NY",2023,93988,13290,158391.10670900144,0.14140102991871303,593.391901558439
"Albany, NY",2024,119538,15449,NA,0.1292392377319346,NA
"Albany, NY",2025,25140,3208,NA,0.12760540970564838,NA
"Albuquerque, NM",2010,48148,5793,333134.4242487481,0.12031652405084323,144.5302451362648
"Albuquerque, NM",2011,80415,10612,340570.8809339528,0.13196542933532301,236.11824880470314
"Albuquerque, NM",2012,65643,8950,343683.4399765315,0.136343555291501,190.9984374122956
"Albuquerque, NM",2013,74886,8716,327186.0358363859,0.11639024650802553,228.87896119578838
"Albuquerque, NM",2014,82131,10420,324526.5146855828,0.1268704873920931,253.07947512261842
"Albuquerque, NM",2015,73618,9787,309642.5622467875,0.13294303023717025,237.75155284151762
"Albuquerque, NM",2016,76877,10213,306723.3692780337,0.13284857629720204,250.6395263619896
"Albuquerque, NM",2017,74117,10365,304684.1980742858,0.1398464589770228,243.25843108518987
"Albuquerque, NM",2018,123222,18992,317878.2854885686,0.15412832124133677,387.638934853986
"Albuquerque, NM",2019,136435,20317,314911.89629246533,0.14891340198629385,433.24816117232336
"Albuquerque, NM",2020,127629,19707,325091.0012030836,0.15440848083115907,392.5946874188328
"Albuquerque, NM",2021,156716,23605,298477.09438800457,0.15062278261313458,525.0520155368353
"Albuquerque, NM",2022,174020,25625,288678.64909297065,0.14725318928858752,602.8156240399886
"Albuquerque, NM",2023,175507,25799,270698.42933077854,0.14699698587520726,648.3487932822105
"Albuquerque, NM",2024,191298,24267,NA,0.1268544365335759,NA
"Albuquerque, NM",2025,29420,3894,NA,0.13235893949694086,NA
"Alexandria, LA",2010,4790,646,109373.57490421455,0.1348643006263048,43.79485633705317
"Alexandria, LA",2011,7107,1126,110249.4076744186,0.15843534543407908,64.46293136547212
"Alexandria, LA",2012,6122,959,105563.42799650044,0.1566481541979745,57.993569517304344
"Alexandria, LA",2013,9706,1384,99667.3542145594,0.142592211003503,97.38394358402812
"Alexandria, LA",2014,11357,1698,97827.17637681159,0.14951131460773093,116.09248493746774
"Alexandria, LA",2015,11305,1758,98588.84268018018,0.15550641309155241,114.6681479634886
"Alexandria, LA",2016,10406,1343,100460.32962962963,0.1290601576013838,103.58317594979172
"Alexandria, LA",2017,8923,1443,103293.97923832922,0.16171691135268407,86.3845121060933
"Alexandria, LA",2018,8042,1191,103330.62304277644,0.14809748818701815,77.82784776852455
"Alexandria, LA",2019,9408,987,105414.80487900079,0.10491071428571429,89.24742602141008
"Alexandria, LA",2020,10843,1158,103519.05585996957,0.10679701189707645,104.74400012561308
"Alexandria, LA",2021,10808,1349,100685.97887640451,0.12481495188749074,107.3436452682969
"Alexandria, LA",2022,12210,1552,96118.63108695652,0.1271089271089271,127.03052323907804
"Alexandria, LA",2023,15541,1818,95453.90526499302,0.11698088926066534,162.81156812658497
"Alexandria, LA",2024,9398,1031,NA,0.10970419238135773,NA
"Alexandria, LA",2025,1627,201,NA,0.12354025814382298,NA
"Alexandria, MN & Fergus Falls, MN",2010,1931,298,35079.25228466386,0.15432418436043502,55.046783333070216
"Alexandria, MN & Fergus Falls, MN",2011,1818,346,34449.375017379214,0.19031903190319033,52.77309092205142
"Alexandria, MN & Fergus Falls, MN",2012,2188,433,34868.98734087694,0.19789762340036562,62.74916958758381
"Alexandria, MN & Fergus Falls, MN",2013,9823,1987,32578.246290726816,0.20228036241474093,301.52022034396776
"Alexandria, MN & Fergus Falls, MN",2014,12598,2296,31518.65066387142,0.18225115097634545,399.699851822673
"Alexandria, MN & Fergus Falls, MN",2015,12285,2341,32182.5011201527,0.19055759055759056,381.72918736596034
"Alexandria, MN & Fergus Falls, MN",2016,13804,2721,32241.158859700907,0.19711677774558098,428.14838201284357
"Alexandria, MN & Fergus Falls, MN",2017,11365,2490,32787.486573652815,0.2190937087549494,346.62614270447386
"Alexandria, MN & Fergus Falls, MN",2018,10864,2278,34403.13709273183,0.20968335787923417,315.7851556012658
"Alexandria, MN & Fergus Falls, MN",2019,6808,1326,34401.96128787879,0.19477085781433606,197.8956938829745
"Alexandria, MN & Fergus Falls, MN",2020,7744,1842,34208.20636221702,0.2378615702479339,226.37842855605703
"Alexandria, MN & Fergus Falls, MN",2021,11028,2339,34994.99547363031,0.21209648168298875,315.13077372191407
"Alexandria, MN & Fergus Falls, MN",2022,10892,2504,34118.472013457555,0.229893499816379,319.24055671965033
"Alexandria, MN & Fergus Falls, MN",2023,7556,1620,35650.218938899765,0.21439915299100054,211.94820746963956
"Alexandria, MN & Fergus Falls, MN",2024,7938,1657,NA,0.20874275636180398,NA
"Alexandria, MN & Fergus Falls, MN",2025,1757,362,NA,0.2060330108138873,NA
"Alice, TX",2010,1242,198,31718.10036832413,0.15942028985507245,39.15745223003161
"Alice, TX",2011,1528,397,31673.710317460314,0.25981675392670156,48.24190108089993
"Alice, TX",2012,1220,384,32955.75347222222,0.31475409836065577,37.019332634233805
"Alice, TX",2013,1763,489,30590.65555555556,0.2773681225184345,57.63197839282075
"Alice, TX",2014,1917,534,30316.29718875502,0.27856025039123633,63.23331599714814
"Alice, TX",2015,1772,325,27466.972440944883,0.18340857787810383,64.51384490263253
"Alice, TX",2016,1617,256,27091.63038277512,0.1583178726035869,59.686330322448576
"Alice, TX",2017,1450,357,26374.589201877934,0.24620689655172415,54.977159602423555
"Alice, TX",2018,2182,480,28130.0468164794,0.21998166819431714,77.56830318255003
"Alice, TX",2019,1917,410,27505.87890625,0.21387584767866458,69.69419179564595
"Alice, TX",2020,1976,326,28718.91150137741,0.16497975708502025,68.80483614099467
"Alice, TX",2021,2359,341,28200.241228070176,0.14455277660025434,83.65176669665792
"Alice, TX",2022,2816,437,29009.21532258064,0.1551846590909091,97.07260154010572
"Alice, TX",2023,2497,402,29522.055000000004,0.16099319183019623,84.58083287223738
"Alice, TX",2024,2218,380,NA,0.17132551848512173,NA
"Alice, TX",2025,465,77,NA,0.16559139784946236,NA
"Allentown, PA",2010,45567,7485,298789.0721844935,0.16426361182434657,152.50557748599226
"Allentown, PA",2011,47636,8644,304946.1818232662,0.18145940045343859,156.21117049305371
"Allentown, PA",2012,50080,8244,319411.8022858796,0.16461661341853034,156.78819518127088
"Allentown, PA",2013,82684,14110,312742.07272727275,0.1706497024817377,264.38399950141894
"Allentown, PA",2014,74983,15000,312953.86900262465,0.20004534361121853,239.59761302510415
"Allentown, PA",2015,82842,16777,307056.7427166401,0.20251804640158375,269.7937823057308
"Allentown, PA",2016,93466,17193,306287.11645367416,0.1839492435752038,305.15811791951984
"Allentown, PA",2017,90475,19945,304997.9107700593,0.22044763746891408,296.6413762362128
"Allentown, PA",2018,87429,19373,306534.1279935275,0.22158551510368413,285.2178338910638
"Allentown, PA",2019,90336,15283,308884.2087732919,0.16917950761601133,292.45910743952226
"Allentown, PA",2020,110204,18677,303504.2820794148,0.1694766070197089,363.1052558631251
"Allentown, PA",2021,119068,20998,310941.9969211196,0.17635300836496792,382.92672324416
"Allentown, PA",2022,177149,30513,311110.8865091088,0.17224483344529182,569.4079110755044
"Allentown, PA",2023,127751,21758,308620.5755707763,0.17031569224507048,413.94194072683507
"Allentown, PA",2024,138908,24214,NA,0.17431681400639273,NA
"Allentown, PA",2025,24863,4396,NA,0.1768089128423762,NA
"Alliance, NE",2010,1466,178,9922.77677224736,0.12141882673942701,147.74090293960862
"Alliance, NE",2011,668,77,9846.253280839896,0.11526946107784432,67.84306486406156
"Alliance, NE",2012,1202,119,9753.710816777042,0.09900166389351081,123.23514840449019
"Alliance, NE",2013,3628,505,9746.982738095237,0.13919514884233739,372.2177516351062
"Alliance, NE",2014,4540,602,9505.956953642386,0.13259911894273127,477.59526180690455
"Alliance, NE",2015,4595,595,10449.439502164501,0.1294885745375408,439.7365044362609
"Alliance, NE",2016,4585,558,10271.51003236246,0.12170119956379498,446.38032631560844
"Alliance, NE",2017,4254,577,10239.94907727797,0.13563704748472027,415.4317534097365
"Alliance, NE",2018,3474,453,9828.891963322545,0.1303972366148532,353.44777549326665
"Alliance, NE",2019,1912,244,10357.970671834626,0.12761506276150628,184.5921426673959
"Alliance, NE",2020,2326,280,10173.74950617284,0.12037833190025796,228.62760662514034
"Alliance, NE",2021,2046,277,10087.8649122807,0.135386119257087,202.81794193231647
"Alliance, NE",2022,2545,244,9769.360600490196,0.09587426326129667,260.50834891613067
"Alliance, NE",2023,1881,194,9823.3875,0.10313662945241893,191.48180808300597
"Alliance, NE",2024,4075,335,NA,0.08220858895705521,NA
"Alliance, NE",2025,575,42,NA,0.07304347826086957,NA
"Alpena, MI",2010,1263,189,25218.251383125866,0.1496437054631829,50.082774606850954
"Alpena, MI",2011,1269,245,24732.770042194094,0.19306540583136328,51.308446156054764
"Alpena, MI",2012,1792,346,24518.500288350635,0.19308035714285715,73.08766763566794
"Alpena, MI",2013,2121,357,25080.83446712018,0.16831683168316833,84.56656427363026
"Alpena, MI",2014,3589,579,23900.980998914223,0.16132627472833658,150.16120050315263
"Alpena, MI",2015,3797,631,23894.984004127968,0.16618382933895182,158.90364267848224
"Alpena, MI",2016,4165,698,23131.561919504646,0.16758703481392556,180.05701536687204
"Alpena, MI",2017,5360,906,23962.935340022297,0.16902985074626867,223.67877407104885
"Alpena, MI",2018,3829,646,23808.39638157895,0.1687124575607208,160.82561541030861
"Alpena, MI",2019,2511,320,23876.309867629363,0.12743926722421345,105.1670050322275
"Alpena, MI",2020,2514,348,23688.550606060606,0.13842482100238662,106.1272190860341
"Alpena, MI",2021,3249,565,23458.160447761195,0.17389966143428748,138.50190884469285
"Alpena, MI",2022,3873,563,24111.815217391304,0.1453653498579912,160.62664569552993
"Alpena, MI",2023,3636,459,24551.9595314164,0.12623762376237624,148.09408574282705
"Alpena, MI",2024,2805,412,NA,0.14688057040998218,NA
"Alpena, MI",2025,570,81,NA,0.14210526315789473,NA
"Alpine, TX",2010,427,56,8299.280373831776,0.13114754098360656,51.45024396890621
"Alpine, TX",2011,498,94,7861.791666666666,0.18875502008032127,63.34433944764499
"Alpine, TX",2012,443,58,8382.282282282282,0.1309255079006772,52.84956830150826
"Alpine, TX",2013,658,105,8300.454545454546,0.1595744680851064,79.27276709928262
"Alpine, TX",2014,722,150,8114.1625514403295,0.2077562326869806,88.98022382751492
"Alpine, TX",2015,716,140,8233.948170731706,0.19553072625698323,86.95706909415402
"Alpine, TX",2016,861,170,8137.365168539326,0.19744483159117304,105.80820476495235
"Alpine, TX",2017,744,189,8283.190476190475,0.2540322580645161,89.8204625546862
"Alpine, TX",2018,900,137,8030.069444444443,0.15222222222222223,112.07873184990446
"Alpine, TX",2019,676,123,8169.445161290323,0.1819526627218935,82.74735758104154
"Alpine, TX",2020,1052,189,8091.837121212121,0.1796577946768061,130.00755999428904
"Alpine, TX",2021,856,182,8188.612676056338,0.21261682242990654,104.53541202442759
"Alpine, TX",2022,1269,161,8178.7258297258295,0.12687155240346729,155.1586428521397
"Alpine, TX",2023,1144,126,8088.1824324324325,0.11013986013986014,141.44092440505875
"Alpine, TX",2024,1283,178,NA,0.1387373343725643,NA
"Alpine, TX",2025,281,28,NA,0.099644128113879,NA
"Alton, IL",2010,5455,845,183823.35384940784,0.15490375802016498,29.675228341600477
"Alton, IL",2011,6053,847,179781.21883611308,0.1399306129192136,33.66870043037064
"Alton, IL",2012,5650,943,185717.26305879498,0.16690265486725664,30.422589192536748
"Alton, IL",2013,15339,2177,175249.41527196646,0.14192581002672924,87.52668290616364
"Alton, IL",2014,22071,3561,178519.93161123228,0.1613429386978388,123.63325372577789
"Alton, IL",2015,12841,2511,169425.9124620061,0.19554551826181762,75.79124003761588
"Alton, IL",2016,16723,2862,169202.506989407,0.17114154158942774,98.83423300014668
"Alton, IL",2017,18252,5080,164885.14010369478,0.27832566294104755,110.69523905260039
"Alton, IL",2018,19814,5551,180352.1608470785,0.2801554456444938,109.8628367242042
"Alton, IL",2019,20189,3541,172365.2189727758,0.17539254049234732,117.12919880424803
"Alton, IL",2020,29717,5586,159579.2625077592,0.18797321398526096,186.22093831618673
"Alton, IL",2021,34937,7067,156363.90268664426,0.2022783868105447,223.4339217665493
"Alton, IL",2022,43428,6571,154786.83659507727,0.15130791194620982,280.56649360699674
"Alton, IL",2023,38821,5550,143409.6395928692,0.14296385976662115,270.70007365063003
"Alton, IL",2024,28851,4416,NA,0.15306228553602994,NA
"Alton, IL",2025,5487,749,NA,0.13650446509932568,NA
"Altoona, PA",2010,13199,2376,109212.82861820563,0.18001363739677248,120.8557654535444
"Altoona, PA",2011,17228,3347,108730.48133086876,0.1942767587648015,158.44682916076582
"Altoona, PA",2012,12477,2627,109029.67027833001,0.2105474072293019,114.43673972551527
"Altoona, PA",2013,20446,3610,105534.51404320989,0.1765626528416316,193.73756713968115
"Altoona, PA",2014,18575,3364,106718.0191509434,0.1811036339165545,174.05682890091197
"Altoona, PA",2015,19947,3850,105922.27731925783,0.19301148042312127,188.31732573005598
"Altoona, PA",2016,21762,3353,104263.69907038513,0.15407591214042826,208.72077428702352
"Altoona, PA",2017,25383,5340,102331.99958730159,0.21037702399243588,248.0455781414222
"Altoona, PA",2018,23280,4272,101683.57853211008,0.18350515463917524,228.94552233572838
"Altoona, PA",2019,18656,2510,100973.36679438059,0.13454116638078903,184.76159201456133
"Altoona, PA",2020,21534,2812,99290.50741100323,0.13058419243986255,216.87873857731574
"Altoona, PA",2021,20814,2695,99078.59706616729,0.12948015758624004,210.07564313915208
"Altoona, PA",2022,20371,2776,98038.62381398253,0.13627215158804182,207.7854544210221
"Altoona, PA",2023,25270,3347,97312.14724770642,0.13244954491491887,259.6798109456535
"Altoona, PA",2024,28399,4057,NA,0.14285714285714285,NA
"Altoona, PA",2025,5454,876,NA,0.16061606160616063,NA
"Altus, OK",2010,1029,97,23055.467159277505,0.09426627793974733,44.63149642083618
"Altus, OK",2011,574,49,22954.984848484848,0.08536585365853659,25.0054619416526
"Altus, OK",2012,739,97,22249.897549019606,0.13125845737483086,33.21363607953163
"Altus, OK",2013,1051,145,22702.595080763585,0.1379638439581351,46.29426707656587
"Altus, OK",2014,796,134,22096.47301136364,0.16834170854271358,36.02384867443044
"Altus, OK",2015,747,139,21141.38275862069,0.18607764390896922,35.33354504427581
"Altus, OK",2016,993,181,20318.1927402863,0.1822759315206445,48.872456949928896
"Altus, OK",2017,1143,365,21907.890423572746,0.3193350831146107,52.17298324489242
"Altus, OK",2018,1264,262,22524.505477308292,0.20727848101265822,56.11665931016256
"Altus, OK",2019,897,156,21749.85304659498,0.17391304347826086,41.24165795871566
"Altus, OK",2020,1649,196,20926.024206349208,0.11885991510006064,78.80139981390604
"Altus, OK",2021,1192,235,20579.337797619046,0.19714765100671142,57.922174742566796
"Altus, OK",2022,1745,169,20380.55735492577,0.09684813753581661,85.62081839132095
"Altus, OK",2023,1691,182,19570.050135501355,0.10762862211709048,86.40754562669285
"Altus, OK",2024,1366,171,NA,0.12518301610541727,NA
"Altus, OK",2025,244,35,NA,0.14344262295081966,NA
"Amarillo, TX",2010,6712,1245,104205.80478359909,0.18548867699642432,64.41099911793397
"Amarillo, TX",2011,8549,1741,105640.38148148147,0.2036495496549304,80.92549345345388
"Amarillo, TX",2012,7813,1624,107102.69053982395,0.20785869704338922,72.9486809399517
"Amarillo, TX",2013,14603,2761,105015.94171287738,0.18907073888926934,139.05507832254514
"Amarillo, TX",2014,13821,2740,101157.0700036075,0.19824904131394255,136.62910560287196
"Amarillo, TX",2015,14639,2978,101372.02247619048,0.2034291959833322,144.40868044670117
"Amarillo, TX",2016,16287,3097,103711.88809523809,0.19015165469392767,157.04082047994086
"Amarillo, TX",2017,14921,2989,106496.96578754578,0.20032169425641713,140.10727807744667
"Amarillo, TX",2018,20213,3897,105252.74299134199,0.19279671498540543,192.0425009889073
"Amarillo, TX",2019,23319,3769,108199.98139425139,0.16162785711222608,215.51759713369904
"Amarillo, TX",2020,24828,3927,105326.9014020689,0.15816819719671338,235.72325464339835
"Amarillo, TX",2021,32897,5590,102080.21179271709,0.16992430920752652,322.2661809009593
"Amarillo, TX",2022,36673,6253,100480.1276062854,0.17050691244239632,364.97764158597636
"Amarillo, TX",2023,35727,5674,102271.83419803732,0.15881546169563635,349.3337171485444
"Amarillo, TX",2024,30270,4761,NA,0.1572844400396432,NA
"Amarillo, TX",2025,5045,732,NA,0.14509415262636274,NA
"Americus, GA",2010,1032,178,26915.327868852462,0.17248062015503876,38.34246437674918
"Americus, GA",2011,777,98,26016.012891344384,0.12612612612612611,29.866221363170933
"Americus, GA",2012,1880,264,26350.33796296296,0.14042553191489363,71.34633349456303
"Americus, GA",2013,2066,290,25396.366666666665,0.1403678606001936,81.3502193883377
"Americus, GA",2014,2399,362,22271.179833926453,0.15089620675281368,107.71768796664831
"Americus, GA",2015,1927,392,22918.932850241545,0.203425012973534,84.07895832635555
"Americus, GA",2016,2215,304,23617.599060150376,0.13724604966139956,93.78599384123412
"Americus, GA",2017,2346,504,23781.679650436956,0.21483375959079284,98.64736362121906
"Americus, GA",2018,2195,360,24387.07302469136,0.16400911161731208,90.00670141011233
"Americus, GA",2019,1878,287,23649.380319803196,0.15282215122470713,79.41011454018631
"Americus, GA",2020,2179,499,21766.263022700117,0.22900413033501607,100.10905398540451
"Americus, GA",2021,3298,748,20333.83512437811,0.2268041237113402,162.19271867932324
"Americus, GA",2022,2309,471,18117.133333333335,0.2039844088349935,127.44841899196707
"Americus, GA",2023,2231,324,17818.721777003484,0.14522635589421784,125.20538947295803
"Americus, GA",2024,2056,366,NA,0.17801556420233464,NA
"Americus, GA",2025,443,66,NA,0.1489841986455982,NA
"Ames, IA",2010,6307,1140,64102.30706727136,0.18075154590137943,98.38959451773238
"Ames, IA",2011,9727,1790,62176.15563674322,0.18402385113601316,156.44260891311515
"Ames, IA",2012,8014,1509,63642.113210943135,0.1882954829049164,125.92290852186864
"Ames, IA",2013,12101,2407,58400.8489354624,0.19890918105941657,207.2058920474353
"Ames, IA",2014,15167,3145,57255.58038229377,0.20735808004219689,264.89994335452377
"Ames, IA",2015,15177,2960,56203.26283300844,0.1950319562495882,270.0377030617247
"Ames, IA",2016,15589,2969,58529.896978954515,0.19045480787734942,266.34251561394865
"Ames, IA",2017,17228,4424,62050.081818181796,0.2567912700255398,277.6466927228432
"Ames, IA",2018,17378,4052,61003.431815044845,0.23316837380596156,284.8692193692976
"Ames, IA",2019,12863,2541,63683.20448979593,0.19754334136671073,201.98418253373325
"Ames, IA",2020,13938,2832,62780.813464052284,0.20318553594489883,222.01050338382078
"Ames, IA",2021,18994,3556,60869.64356130623,0.1872170158997578,312.0438840892795
