cz_label,year,posts_total,posts_airea,cz_pop_year,airea_pct_posts,posts_per_1000
"Dublin, GA",2014,5249,599,31598.641571428572,0.11411697466184036,166.1147359178293
"Dublin, GA",2015,5140,799,31615.394040968342,0.15544747081712063,162.5790269556472
"Dublin, GA",2016,5649,634,29489.71296147673,0.11223225349619402,191.55832433430103
"Dublin, GA",2017,5035,899,32235.23498995984,0.1785501489572989,156.19554197660503
"Dublin, GA",2018,4729,679,32264.43244526106,0.14358215267498414,146.5700662183688
"Dublin, GA",2019,4027,519,32898.86904761905,0.12888005959771542,122.40542354727056
"Dublin, GA",2020,5633,809,33749.63748473748,0.14361796556009232,166.90549646784794
"Dublin, GA",2021,7201,1100,33542.201094470045,0.15275656158866824,214.68477813124784
"Dublin, GA",2022,6985,766,34778.093293650796,0.10966356478167502,200.84482323460801
"Dublin, GA",2023,6965,716,32507.876860119042,0.1027997128499641,214.25576422509232
"Dublin, GA",2024,7198,912,NA,0.12670186162823005,NA
"Dublin, GA",2025,1118,150,NA,0.13416815742397137,NA
"Dubuque, IA",2010,8155,1258,67205.06820276497,0.1542611894543225,121.34501486399034
"Dubuque, IA",2011,11702,2558,65149.23119747899,0.21859511194667577,179.61838973247654
"Dubuque, IA",2012,10469,2105,65861.48288843257,0.2010698251982042,158.9548176091659
"Dubuque, IA",2013,17724,2928,64777.88558730159,0.16519972918077183,273.61189454251706
"Dubuque, IA",2014,24498,4357,65030.8872823383,0.17785125316352354,376.7132976925166
"Dubuque, IA",2015,23133,4211,64077.24796825398,0.18203432326114208,361.01737720478985
"Dubuque, IA",2016,24026,4081,68145.16122262774,0.16985765420794138,352.5708879242055
"Dubuque, IA",2017,25266,5619,68482.82945809704,0.22239373070529567,368.9391954148104
"Dubuque, IA",2018,24977,5256,70052.54029574862,0.2104335989109981,356.5466704640805
"Dubuque, IA",2019,16326,2712,66662.46074517631,0.1661153987504594,244.90545079647913
"Dubuque, IA",2020,12942,2404,59672.055435565155,0.18575181579354041,216.88544001932328
"Dubuque, IA",2021,19096,3521,59118.78613184079,0.1843841642228739,323.0106916846028
"Dubuque, IA",2022,20233,3144,59381.462092130525,0.15538970987989917,340.7292324430887
"Dubuque, IA",2023,19865,3396,57336.19853968254,0.17095393908884973,346.4652437020459
"Dubuque, IA",2024,16368,2577,NA,0.15744134897360704,NA
"Dubuque, IA",2025,3088,534,NA,0.17292746113989638,NA
"Duluth, MN",2010,6331,817,129921.56716021261,0.1290475438319381,48.729399886263195
"Duluth, MN",2011,10852,1728,127062.76117969821,0.15923332104681165,85.40661244290595
"Duluth, MN",2012,11358,1848,128525.50774550483,0.16270470153195984,88.37156296235091
"Duluth, MN",2013,29660,5223,124787.66495726495,0.17609575185434928,237.6837487115207
"Duluth, MN",2014,29154,4876,118111.44314750291,0.16724977704603142,246.83467768310277
"Duluth, MN",2015,26505,4011,116580.3523725835,0.1513299377475948,227.35391908313747
"Duluth, MN",2016,27938,3487,116915.37682853719,0.12481208390006443,238.95915796407692
"Duluth, MN",2017,25511,4027,121504.22584541062,0.1578534749715809,209.95977565798864
"Duluth, MN",2018,25043,3610,122119.0823030303,0.14415205845944976,205.07032584684413
"Duluth, MN",2019,21631,2946,126176.2728406326,0.1361934261014285,171.43476751228113
"Duluth, MN",2020,21456,2661,118874.09160305344,0.12402125279642058,180.49349282639542
"Duluth, MN",2021,28650,4258,120607.44851720045,0.14862129144851657,237.54751760554885
"Duluth, MN",2022,25764,3673,122624.56835705813,0.14256326657351343,210.10471510880595
"Duluth, MN",2023,22429,3188,122786.38173726211,0.14213741138704356,182.66683717412164
"Duluth, MN",2024,23413,3582,NA,0.15299192756161106,NA
"Duluth, MN",2025,4348,744,NA,0.17111315547378106,NA
"Dumas, TX",2010,778,134,11509.708966244727,0.17223650385604114,67.59510620830564
"Dumas, TX",2011,762,151,12302.572916666666,0.19816272965879264,61.93826325285954
"Dumas, TX",2012,703,177,12562.056910569105,0.25177809388335703,55.96217283560704
"Dumas, TX",2013,1253,286,13358.192063492063,0.22825219473264166,93.80011861219221
"Dumas, TX",2014,1521,345,12926.671262002743,0.22682445759368836,117.66370236944897
"Dumas, TX",2015,1536,382,12710.098074074074,0.24869791666666666,120.84879212168448
"Dumas, TX",2016,1731,380,12482.373376623374,0.219526285384171,138.67555053606765
"Dumas, TX",2017,1775,428,12906.079943502824,0.24112676056338028,137.5320785064229
"Dumas, TX",2018,2032,510,11797.553978052127,0.25098425196850394,172.23909327139182
"Dumas, TX",2019,2047,510,12288.556744487678,0.24914509037616023,166.57773915706008
"Dumas, TX",2020,2149,506,14221.58144654088,0.23545835272219637,151.1083706181426
"Dumas, TX",2021,2292,525,13437.746167247387,0.22905759162303665,170.56431722057877
"Dumas, TX",2022,2528,480,13561.044483568076,0.189873417721519,186.41631941132403
"Dumas, TX",2023,2294,438,13662.688737201366,0.1909328683522232,167.90252959168987
"Dumas, TX",2024,2227,441,NA,0.19802424786708578,NA
"Dumas, TX",2025,520,124,NA,0.23846153846153847,NA
"Dyersburg, TN",2010,1290,158,32867.843589743585,0.12248062015503876,39.248087465115745
"Dyersburg, TN",2011,1260,161,35069.612847222226,0.12777777777777777,35.92854034314785
"Dyersburg, TN",2012,1263,202,34440.21568627451,0.15993665874901028,36.67224420151772
"Dyersburg, TN",2013,1677,309,33913.89555555556,0.18425760286225404,49.44875758235578
"Dyersburg, TN",2014,1761,289,32460.40995260664,0.1641113003975014,54.250701164006344
"Dyersburg, TN",2015,2478,519,31810.562585034015,0.20944309927360774,77.89865373729134
"Dyersburg, TN",2016,3056,560,32028.630695443644,0.18324607329842932,95.41463164813796
"Dyersburg, TN",2017,2696,592,32958.84375,0.2195845697329377,81.79898604604418
"Dyersburg, TN",2018,2195,398,33565.83409436834,0.18132118451025056,65.39387622035217
"Dyersburg, TN",2019,1879,260,32138.807203389828,0.1383714741883981,58.465144275852694
"Dyersburg, TN",2020,2220,340,32207.861111111113,0.15315315315315314,68.92727189618131
"Dyersburg, TN",2021,2425,446,31707.76855123675,0.18391752577319587,76.47968024244372
"Dyersburg, TN",2022,3768,574,30990.434279705572,0.15233545647558386,121.58590505675863
"Dyersburg, TN",2023,3614,454,29915.530982905984,0.12562257885998893,120.80681442910284
"Dyersburg, TN",2024,3746,546,NA,0.14575547250400428,NA
"Dyersburg, TN",2025,660,102,NA,0.15454545454545454,NA
"Eagle Butte, SD & North Eagle Butte, SD",2010,99,4,5016.304347826087,0.04040404040404041,19.73564463705309
"Eagle Butte, SD & North Eagle Butte, SD",2011,75,10,4867.181818181818,0.13333333333333333,15.409327779749342
"Eagle Butte, SD & North Eagle Butte, SD",2012,236,35,5041.7037037037035,0.1483050847457627,46.80957348339039
"Eagle Butte, SD & North Eagle Butte, SD",2013,421,72,5347.495412844037,0.171021377672209,78.72844528090832
"Eagle Butte, SD & North Eagle Butte, SD",2014,533,79,5294.800847457627,0.14821763602251406,100.66478709127037
"Eagle Butte, SD & North Eagle Butte, SD",2015,539,82,5376.034782608695,0.15213358070500926,100.25976798804356
"Eagle Butte, SD & North Eagle Butte, SD",2016,432,79,5404.368932038835,0.18287037037037038,79.93532740501212
"Eagle Butte, SD & North Eagle Butte, SD",2017,328,63,5314.1,0.19207317073170732,61.72258707965601
"Eagle Butte, SD & North Eagle Butte, SD",2018,286,41,5449.555555555556,0.14335664335664336,52.48134404436651
"Eagle Butte, SD & North Eagle Butte, SD",2019,135,20,5567.428571428572,0.14814814814814814,24.248178179205585
"Eagle Butte, SD & North Eagle Butte, SD",2020,175,33,5661.683333333333,0.18857142857142858,30.909535150028994
"Eagle Butte, SD & North Eagle Butte, SD",2021,189,36,5122.692307692308,0.19047619047619047,36.8946617613935
"Eagle Butte, SD & North Eagle Butte, SD",2022,158,22,4875.5,0.13924050632911392,32.40693262229515
"Eagle Butte, SD & North Eagle Butte, SD",2023,169,19,4952.272727272727,0.11242603550295859,34.125745754933455
"Eagle Butte, SD & North Eagle Butte, SD",2024,374,47,NA,0.12566844919786097,NA
"Eagle Butte, SD & North Eagle Butte, SD",2025,73,6,NA,0.0821917808219178,NA
"Eau Claire, WI",2010,8842,1367,64931.376805082116,0.15460303098846415,136.1745343324977
"Eau Claire, WI",2011,11416,2263,63493.978136175414,0.19823055360896988,179.7965781182607
"Eau Claire, WI",2012,12507,2377,65151.98509232265,0.19005357000079956,191.9665223135894
"Eau Claire, WI",2013,21136,4164,66089.62328749683,0.1970098410295231,319.80814761276775
"Eau Claire, WI",2014,23180,4885,64158.08610408765,0.21074201898188094,361.2950667261746
"Eau Claire, WI",2015,24279,4889,63061.36064657056,0.2013674368796079,385.00596484228186
"Eau Claire, WI",2016,26578,4615,63510.323012272056,0.1736398525095944,418.4831495009772
"Eau Claire, WI",2017,28791,6072,63084.12679991263,0.21089923934562885,456.3905606765072
"Eau Claire, WI",2018,28913,5266,63537.156218642725,0.18213260471068377,455.05656407575424
"Eau Claire, WI",2019,19840,3374,63319.52327246688,0.17006048387096775,313.3314809498415
"Eau Claire, WI",2020,21432,3718,61693.96349739512,0.17347891004106009,347.39217234608236
"Eau Claire, WI",2021,29803,5499,61426.29569580919,0.18451162634634097,485.1830907660172
"Eau Claire, WI",2022,28318,4577,60518.31864306785,0.1616286460908256,467.92443403818396
"Eau Claire, WI",2023,20644,3240,63736.58509488666,0.156946328230963,323.89560829571633
"Eau Claire, WI",2024,22510,4144,NA,0.18409595735228787,NA
"Eau Claire, WI",2025,3826,747,NA,0.1952430737062206,NA
"El Dorado, AR",2010,1398,124,34289.68771929824,0.08869814020028613,40.770275058912404
"El Dorado, AR",2011,1384,206,34769.91355140187,0.14884393063583815,39.804528071488384
"El Dorado, AR",2012,3813,528,32015.47503242542,0.13847364280094415,119.09865451436146
"El Dorado, AR",2013,3587,656,33957.28787878788,0.18288263172567606,105.63269990241751
"El Dorado, AR",2014,3362,660,31972.609649122805,0.19631171921475313,105.15250512534372
"El Dorado, AR",2015,3955,932,33178.14367816092,0.23565107458912768,119.20498139874314
"El Dorado, AR",2016,4666,989,30829.614141414142,0.21195885126446634,151.34798569314734
"El Dorado, AR",2017,4159,1028,29538.524429967427,0.2471748016350084,140.79917938556912
"El Dorado, AR",2018,4143,976,29943.609307359307,0.23557808351436157,138.36007401358145
"El Dorado, AR",2019,3219,792,30229.928240740737,0.24603914259086673,106.48387830645818
"El Dorado, AR",2020,4535,913,29672.543608124255,0.20132304299889747,152.83489207707592
"El Dorado, AR",2021,4580,1120,28650.356613756612,0.2445414847161572,159.8583941465109
"El Dorado, AR",2022,5103,1201,28882.095238095237,0.23535175387027238,176.68385752253826
"El Dorado, AR",2023,4327,1212,27836.453732106336,0.28010168708111854,155.44365103552232
"El Dorado, AR",2024,3862,1047,NA,0.27110305541170376,NA
"El Dorado, AR",2025,703,166,NA,0.2361308677098151,NA
"El Paso, TX",2010,21814,2405,506353.68983268976,0.1102502979737783,43.080558980833764
"El Paso, TX",2011,29458,3714,503548.5552380953,0.12607780568945617,58.500813265309105
"El Paso, TX",2012,27293,3962,524758.2548558897,0.14516542703257246,52.010615835848576
"El Paso, TX",2013,36654,5370,525283.8072118115,0.14650515632673106,69.77942113722898
"El Paso, TX",2014,50748,7768,529654.9777322405,0.1530700717269646,95.81331646741349
"El Paso, TX",2015,49006,6857,541089.0955244369,0.139921642247888,90.56918796802249
"El Paso, TX",2016,49772,6138,515167.78674496623,0.1233223499156152,96.61318366678006
"El Paso, TX",2017,47831,6300,540965.3140824623,0.13171374213376263,88.41786849333718
"El Paso, TX",2018,77603,11983,543099.3537453183,0.15441413347422137,142.88914075267203
"El Paso, TX",2019,88134,13202,538182.8833595798,0.14979463090294323,163.76217587937376
"El Paso, TX",2020,87546,13070,542078.9430862248,0.14929294313846436,161.50046246322216
"El Paso, TX",2021,110033,16359,535629.9535330263,0.14867357974425854,205.4272717091717
"El Paso, TX",2022,115067,14996,529633.5445371778,0.13032407206236366,217.25776470701402
"El Paso, TX",2023,98817,12507,498336.80307772564,0.12656729105315886,198.2936026191658
"El Paso, TX",2024,91234,12219,NA,0.13393033298989412,NA
"El Paso, TX",2025,15370,2174,NA,0.14144437215354586,NA
"Elizabethtown, KY",2010,3524,383,78433.09124472573,0.10868331441543701,44.93001543193637
"Elizabethtown, KY",2011,3783,427,80174.99737945493,0.11287338091461803,47.184285920156505
"Elizabethtown, KY",2012,4583,439,87154.2533941236,0.09578878463888282,52.58492639796981
"Elizabethtown, KY",2013,6226,817,79492.3605121294,0.13122389977513652,78.32199169692541
"Elizabethtown, KY",2014,8303,1197,80323.47445030784,0.14416475972540047,103.36953246633591
"Elizabethtown, KY",2015,7222,1244,84469.25735694823,0.17225145389088894,85.49856155928352
"Elizabethtown, KY",2016,11054,1610,79296.16996891996,0.14564863397865027,139.40143646701478
"Elizabethtown, KY",2017,10914,2607,81610.9961097461,0.2388675096206707,133.73197878045056
"Elizabethtown, KY",2018,9109,1685,81245.413510101,0.18498188604676694,112.11709814077696
"Elizabethtown, KY",2019,7322,903,85956.0389329806,0.12332695984703633,85.18307836065966
"Elizabethtown, KY",2020,10221,1339,82886.85940988835,0.13100479405146268,123.31267070278986
"Elizabethtown, KY",2021,12245,1593,78365.45641304347,0.1300939158840343,156.25507156443857
"Elizabethtown, KY",2022,14310,1900,79950.352883263,0.13277428371767994,178.98607678310435
"Elizabethtown, KY",2023,14344,2182,80857.42542016806,0.15211935303959845,177.39867334957478
"Elizabethtown, KY",2024,13605,2172,NA,0.15964718853362733,NA
"Elizabethtown, KY",2025,2492,371,NA,0.14887640449438203,NA
"Elkins, WV",2010,1228,91,21396.57296466974,0.0741042345276873,57.39236848946265
"Elkins, WV",2011,1256,160,20123.25925925926,0.12738853503184713,62.41533659226103
"Elkins, WV",2012,1167,162,20344.57345971564,0.13881748071979436,57.361733452450146
"Elkins, WV",2013,2169,383,20554.19585987261,0.17657906869525128,105.52589917830252
"Elkins, WV",2014,2482,367,20532.923752834467,0.14786462530217567,120.87903456308176
"Elkins, WV",2015,2217,462,19698.56156716418,0.2083897158322057,112.54628884656988
"Elkins, WV",2016,2812,482,19408.10997732426,0.17140825035561877,144.88788466705105
"Elkins, WV",2017,2551,680,19565.670542635657,0.26656213249705996,130.38142467139588
"Elkins, WV",2018,2278,504,19560.898834019205,0.2212467076382792,116.45681618874444
"Elkins, WV",2019,1273,188,21827.98355754858,0.1476826394344069,58.319633448677834
"Elkins, WV",2020,1914,331,18983.375167336013,0.1729362591431557,100.82506314753493
"Elkins, WV",2021,1991,321,18303.467803030304,0.16122551481667505,108.77720120721452
"Elkins, WV",2022,2095,235,20753.231171548116,0.11217183770883055,100.94813586773729
"Elkins, WV",2023,3195,717,20378.124298540966,0.2244131455399061,156.78577445073077
"Elkins, WV",2024,2416,278,NA,0.11506622516556292,NA
"Elkins, WV",2025,392,62,NA,0.15816326530612246,NA
"Elko, NV",2010,4802,1326,32191.00141093474,0.27613494377342773,149.17212231766243
"Elko, NV",2011,5736,1915,31616.937962962962,0.33385634588563456,181.4217432035741
"Elko, NV",2012,4165,1224,31482.372629521014,0.2938775510204082,132.2962550825817
"Elko, NV",2013,8143,2110,34133.17726315789,0.2591182610831389,238.56554393455946
"Elko, NV",2014,7979,2301,32960.04300831444,0.28838200275723774,242.08099479685848
"Elko, NV",2015,7318,2054,30677.808312551955,0.2806777808144302,238.54376836319855
"Elko, NV",2016,10355,2456,29398.642280285032,0.23718010622887495,352.22715053559284
"Elko, NV",2017,11078,2353,30205.986683417083,0.2124029608232533,366.7484898310493
"Elko, NV",2018,8231,1641,31075.45439311594,0.1993682420119062,264.8714286161296
"Elko, NV",2019,4665,1260,33026.91924546323,0.27009646302250806,141.2484151285413
"Elko, NV",2020,4103,1095,31122.528226555245,0.26687789422373875,131.8337626728899
"Elko, NV",2021,5074,1393,33280.586205396,0.2745368545526212,152.4612568025415
"Elko, NV",2022,7455,2640,29581.699362041465,0.35412474849094566,252.01391944257534
"Elko, NV",2023,9754,3275,30476.61140544518,0.3357596883329916,320.04870457013067
"Elko, NV",2024,11887,3846,NA,0.32354673172373183,NA
"Elko, NV",2025,2585,729,NA,0.28201160541586073,NA
"Emporia, KS",2010,1619,287,27213.09573791349,0.17726991970352068,59.49341506723166
"Emporia, KS",2011,1179,195,27728.892089093704,0.16539440203562342,42.51882823921851
"Emporia, KS",2012,1132,211,25561.156012176558,0.18639575971731448,44.28594698380424
"Emporia, KS",2013,1565,275,24260.021248339974,0.1757188498402556,64.50942412538437
"Emporia, KS",2014,2912,548,24130.302287581704,0.18818681318681318,120.67814009518715
"Emporia, KS",2015,2302,497,24751.140555555558,0.2158992180712424,93.00581501822148
"Emporia, KS",2016,3109,706,24617.376543209873,0.22708266323576712,126.2929051169567
"Emporia, KS",2017,2952,913,23118.166666666668,0.3092818428184282,127.69178640174752
"Emporia, KS",2018,2576,625,24102.37326388889,0.24262422360248448,106.87744197620005
"Emporia, KS",2019,2041,420,24603.86955128205,0.20578147966683,82.95443103963491
"Emporia, KS",2020,2178,490,23649.029609279605,0.22497704315886133,92.0968021091816
"Emporia, KS",2021,2556,637,23110.683899176955,0.24921752738654146,110.59819826842195
"Emporia, KS",2022,3511,664,23423.997572815533,0.18911990885787525,149.88901826367388
"Emporia, KS",2023,3661,718,22449.930786267993,0.19612127833925158,163.07399941915781
"Emporia, KS",2024,2965,643,NA,0.21686340640809443,NA
"Emporia, KS",2025,623,134,NA,0.21508828250401285,NA
"Enid, OK",2010,3049,455,47373.20844226579,0.14922925549360447,64.36127296963319
"Enid, OK",2011,2752,677,46779.98439241918,0.24600290697674418,58.82857884078236
"Enid, OK",2012,2928,885,45555.427351916376,0.30225409836065575,64.27335161145905
"Enid, OK",2013,7573,1515,49269.99732905983,0.20005281922619833,153.70408789394
"Enid, OK",2014,4525,1330,46256.706302521,0.29392265193370165,97.82365329702228
"Enid, OK",2015,4082,1068,47163.564623955426,0.2616364527192553,86.54986179578677
"Enid, OK",2016,4909,1226,45596.596597633135,0.24974536565491953,107.66154420075335
"Enid, OK",2017,4384,1274,48049.04095378564,0.2906021897810219,91.24011453665857
"Enid, OK",2018,4574,1167,48148.01759259259,0.25513773502404896,94.99871913114227
"Enid, OK",2019,3952,739,47316.325154320984,0.18699392712550608,83.522969865277
"Enid, OK",2020,4210,653,48890.36114551084,0.15510688836104514,86.11104318640457
"Enid, OK",2021,3778,733,45726.483379501384,0.19401799894123875,82.62170455236954
"Enid, OK",2022,5335,995,45577.956284153006,0.18650421743205248,117.05219880284376
"Enid, OK",2023,4724,776,45544.90782608696,0.1642675698560542,103.72180393993933
"Enid, OK",2024,4685,839,NA,0.17908217716115263,NA
"Enid, OK",2025,775,118,NA,0.15225806451612903,NA
"Enterprise, OR",2010,177,23,6919,0.12994350282485875,25.581731464084406
"Enterprise, OR",2011,306,33,6949,0.10784313725490197,44.03511296589437
"Enterprise, OR",2012,282,42,6938,0.14893617021276595,40.64571922744307
"Enterprise, OR",2013,195,43,6924,0.2205128205128205,28.162911611785095
"Enterprise, OR",2014,171,74,6893,0.4327485380116959,24.807776004642392
"Enterprise, OR",2015,252,68,6857,0.2698412698412698,36.75076564095085
"Enterprise, OR",2016,288,76,6836,0.2638888888888889,42.12990052662376
"Enterprise, OR",2017,230,64,6864,0.2782608695652174,33.50815850815851
"Enterprise, OR",2018,198,57,6924,0.2878787878787879,28.59618717504333
"Enterprise, OR",2019,115,7,7004,0.06086956521739131,16.419189034837235
"Enterprise, OR",2020,161,28,7065,0.17391304347826086,22.78839348903043
"Enterprise, OR",2021,158,24,7330,0.1518987341772152,21.555252387448842
"Enterprise, OR",2022,202,35,7439,0.17326732673267325,27.15418739077833
"Enterprise, OR",2023,221,48,7532,0.2171945701357466,29.34147636749867
"Enterprise, OR",2024,338,28,NA,0.08284023668639054,NA
"Enterprise, OR",2025,79,10,NA,0.12658227848101267,NA
"Erie, PA",2010,16786,3016,157391.9002858043,0.17967353747170262,106.6509773979391
"Erie, PA",2011,18798,4057,150545.31152686765,0.21582083200340463,124.86606065207911
"Erie, PA",2012,14311,3152,164402.41345591698,0.22025015722171756,87.04860043820078
"Erie, PA",2013,34045,6104,128753.59453328594,0.17929211337935086,264.41980220753015
"Erie, PA",2014,33588,6677,141127.6973513426,0.19879123496486842,237.99722258899638
"Erie, PA",2015,34077,6660,134063.79038558787,0.19543973941368079,254.1849659926022
"Erie, PA",2016,35696,5286,134160.2527571172,0.14808381891528463,266.06986246980165
"Erie, PA",2017,37168,6938,134974.17664573822,0.186665949203616,275.3711926508245
"Erie, PA",2018,36238,6552,134167.551329126,0.1808046801699873,270.0951134682683
"Erie, PA",2019,28483,4653,137447.69738256934,0.16336060106028158,207.22791681784926
"Erie, PA",2020,30965,4881,135509.0789422998,0.1576295817858873,228.50867441276756
"Erie, PA",2021,31388,5305,132443.5234641638,0.1690136357843762,236.9915808566727
"Erie, PA",2022,32684,5348,137650.65735042733,0.16362746297882755,237.44165577643378
"Erie, PA",2023,33816,4616,129144.74950117372,0.1365034303288384,261.84572063994494
"Erie, PA",2024,37733,5594,NA,0.14825219304057458,NA
"Erie, PA",2025,7708,1297,NA,0.16826673585884794,NA
"Eugene, OR",2010,29102,3975,229286.47269144136,0.136588550615078,126.92419076621042
"Eugene, OR",2011,30246,4740,224298.8758680556,0.15671493751239834,134.84686395750057
"Eugene, OR",2012,23754,3970,230567.09893992933,0.1671297465689989,103.02423940455067
"Eugene, OR",2013,31550,4759,215226.74616695062,0.15083993660855785,146.58958778072488
"Eugene, OR",2014,31486,5002,216606.41914191417,0.1588642571301531,145.36041971762296
"Eugene, OR",2015,50802,7756,218683.37323561346,0.15267115467894965,232.30847068224523
"Eugene, OR",2016,51644,7158,217563.87788778875,0.13860274184803656,237.3739634602212
"Eugene, OR",2017,46213,6711,221616.09428729894,0.14521887780494666,208.52727392664153
"Eugene, OR",2018,45635,6901,223732.07653910146,0.15122165004930427,203.97164638135564
"Eugene, OR",2019,48902,6610,232187.61056910575,0.1351682957752239,210.61416619146158
"Eugene, OR",2020,49056,7224,228268.08373205748,0.14726027397260275,214.90520793779584
"Eugene, OR",2021,76652,11963,222706.5810397553,0.15606898711057768,344.1838119113187
"Eugene, OR",2022,89060,13087,225824.36026422764,0.14694587918257354,394.3772934673417
"Eugene, OR",2023,80880,11210,228155.3368740517,0.13860039564787338,354.495323704166
"Eugene, OR",2024,73000,10382,NA,0.14221917808219178,NA
"Eugene, OR",2025,12112,1647,NA,0.13598084544253633,NA
"Eureka, CA",2010,3608,395,133058,0.1094789356984479,27.11599452870177
"Eureka, CA",2011,2784,357,133585,0.12823275862068967,20.840663248119174
"Eureka, CA",2012,2932,309,134317,0.10538881309686221,21.828956870686508
"Eureka, CA",2013,6161,759,134613,0.12319428664177894,45.76823932309658
"Eureka, CA",2014,5274,580,134876,0.10997345468335229,39.102583113378216
"Eureka, CA",2015,5719,606,135034,0.1059625808707816,42.35229645866967
"Eureka, CA",2016,7421,864,135182,0.11642635763374208,54.89636194167863
"Eureka, CA",2017,7134,771,135490,0.1080740117746005,52.65333234925087
"Eureka, CA",2018,5428,412,135768,0.0759027266028003,39.9799658240528
"Eureka, CA",2019,5120,472,135940,0.0921875,37.66367515080182
"Eureka, CA",2020,6410,595,136101,0.09282371294851795,47.09737621325339
"Eureka, CA",2021,9396,1270,137014,0.13516389953171562,68.57693374399697
"Eureka, CA",2022,11392,1250,136132,0.10972612359550561,83.68348367760703
"Eureka, CA",2023,8838,809,135418,0.09153654673002942,65.264588164055
"Eureka, CA",2024,8230,980,NA,0.11907654921020656,NA
"Eureka, CA",2025,1587,167,NA,0.10522999369880277,NA
"Evanston, WY",2010,1018,253,15803.11087962963,0.24852652259332023,64.41769647469931
"Evanston, WY",2011,1206,406,15384.086808846761,0.33665008291873966,78.39269337107994
"Evanston, WY",2012,1922,630,12967.977732793524,0.32778355879292403,148.21123536784236
"Evanston, WY",2013,1703,518,14926.392222222225,0.30416911332941865,114.09320984240217
"Evanston, WY",2014,2472,801,14795.767063492063,0.32402912621359226,167.07481196426488
"Evanston, WY",2015,2270,725,15307.199530516431,0.31938325991189426,148.29623116067236
"Evanston, WY",2016,2982,650,15418.674382716048,0.21797451374916163,193.40184026084293
"Evanston, WY",2017,3976,927,15355.665497076025,0.23314889336016095,258.92723443064693
"Evanston, WY",2018,3287,565,15388.958787878786,0.1718892607240645,213.59469768604663
"Evanston, WY",2019,2030,458,15583.451923076922,0.22561576354679802,130.26638834710639
"Evanston, WY",2020,3070,510,15413.909667852906,0.16612377850162866,199.17075331009374
"Evanston, WY",2021,2762,749,15386.246214689267,0.27118030412744387,179.5109711271301
"Evanston, WY",2022,2741,667,16580.71895633653,0.24334184604159065,165.3124938199675
"Evanston, WY",2023,3291,812,17608.33719047619,0.246733515648739,186.90010103736546
"Evanston, WY",2024,2120,519,NA,0.24481132075471698,NA
"Evanston, WY",2025,372,84,NA,0.22580645161290322,NA
"Evansville, IN",2010,12305,2157,98977.84980701753,0.1752945956928078,124.32074473219741
"Evansville, IN",2011,16810,3514,94818.81989184562,0.20904223676383105,177.28548002573962
"Evansville, IN",2012,15578,3622,88945.15480355179,0.23250738220567466,175.14163682559504
"Evansville, IN",2013,22252,4391,92120.74575506043,0.1973305770267841,241.55253865579613
"Evansville, IN",2014,27680,5106,100019.9011118326,0.18446531791907514,276.74492468304777
"Evansville, IN",2015,22517,5047,97680.52551371393,0.224141759559444,230.51677784881193
"Evansville, IN",2016,29889,5226,91219.89058516716,0.17484693365452172,327.65880125776107
"Evansville, IN",2017,27558,6261,97343.74431426062,0.22719355541040714,283.09985602190176
"Evansville, IN",2018,28013,5936,99391.35860656959,0.21190161710634348,281.84542793993353
"Evansville, IN",2019,30783,5008,100418.92719547964,0.1626871974791281,306.54579629273013
"Evansville, IN",2020,34736,6196,92057.56780409133,0.17837402118839243,377.32910860649764
"Evansville, IN",2021,53110,9236,84622.74723404816,0.1739032197326304,627.6090263662708
"Evansville, IN",2022,59619,9672,84899.15360065465,0.16223016152568812,702.2331492305982
"Evansville, IN",2023,59383,9258,85682.31881753786,0.15590320462085108,693.0601414564566
"Evansville, IN",2024,54047,8388,NA,0.15519825337206505,NA
"Evansville, IN",2025,8458,1308,NA,0.15464648853156773,NA
"Falls City, NE",2010,428,61,8667.609788359789,0.1425233644859813,49.37924184990247
"Falls City, NE",2011,353,71,9228.337121212122,0.20113314447592068,38.25174518046153
"Falls City, NE",2012,316,45,9267.293729372937,0.14240506329113925,34.098412031381876
"Falls City, NE",2013,570,54,9195.998834498834,0.09473684210526316,61.98347893016713
"Falls City, NE",2014,848,178,9096.801724137931,0.2099056603773585,93.21957603515445
"Falls City, NE",2015,949,213,8413.405714285715,0.22444678609062171,112.79617698557267
"Falls City, NE",2016,1207,259,8723.714836223506,0.21458160729080364,138.35848863240813
"Falls City, NE",2017,1487,612,8846.877192982456,0.41156691324815065,168.08190817653966
"Falls City, NE",2018,1279,412,8220.996608527132,0.32212666145426117,155.57724457316678
"Falls City, NE",2019,866,173,8938.590361445784,0.1997690531177829,96.88328528122949
"Falls City, NE",2020,1002,242,8533.28018018018,0.24151696606786427,117.42260641192762
"Falls City, NE",2021,1466,301,8293.255644090306,0.2053206002728513,176.77014467106864
"Falls City, NE",2022,1291,231,8565.717391304348,0.17893106119287375,150.7170901191047
"Falls City, NE",2023,1262,182,8872.112745098038,0.14421553090332806,142.2434583799977
"Falls City, NE",2024,1497,220,NA,0.14696058784235136,NA
"Falls City, NE",2025,311,39,NA,0.12540192926045016,NA
"Fargo, ND",2010,11891,1921,109474.74838487973,0.16155075267008662,108.61865567568954
"Fargo, ND",2011,17187,3344,107642.18582089554,0.19456566009192994,159.6678836362282
"Fargo, ND",2012,23139,4168,109809.17831168832,0.18012878689658152,210.72009057677317
