instnm,year,tot_completions,tot_airea_completions,first_students_enrolled,rural,tribal,cz_label,pct_airea_completions
Murray State College,2013,452,7,2343,Rural,Non-tribal,"Ardmore, OK",0.015486725663716814
Murray State College,2014,434,4,2473,Rural,Non-tribal,"Ardmore, OK",0.009216589861751152
Murray State College,2015,402,9,2373,Rural,Non-tribal,"Ardmore, OK",0.022388059701492536
Murray State College,2016,371,5,2398,Rural,Non-tribal,"Ardmore, OK",0.013477088948787063
Murray State College,2017,418,7,2292,Rural,Non-tribal,"Ardmore, OK",0.01674641148325359
Murray State College,2018,405,3,2143,Rural,Non-tribal,"Ardmore, OK",0.007407407407407408
Murray State College,2019,429,17,2083,Rural,Non-tribal,"Ardmore, OK",0.039627039627039624
Murray State College,2020,327,9,2172,Rural,Non-tribal,"Ardmore, OK",0.027522935779816515
Murray State College,2021,391,6,2162,Rural,Non-tribal,"Ardmore, OK",0.015345268542199489
Murray State College,2022,361,9,2282,Rural,Non-tribal,"Ardmore, OK",0.024930747922437674
Murray State College,2023,384,7,2686,Rural,Non-tribal,"Ardmore, OK",0.018229166666666668
Muskegon Community College,2010,539,58,5311,Non-rural,Non-tribal,"Grand Rapids, MI",0.10760667903525047
Muskegon Community College,2011,586,53,5156,Non-rural,Non-tribal,"Grand Rapids, MI",0.09044368600682594
Muskegon Community College,2012,689,67,5067,Non-rural,Non-tribal,"Grand Rapids, MI",0.09724238026124818
Muskegon Community College,2013,690,45,4879,Non-rural,Non-tribal,"Grand Rapids, MI",0.06521739130434782
Muskegon Community College,2014,571,44,4640,Non-rural,Non-tribal,"Grand Rapids, MI",0.07705779334500876
Muskegon Community College,2015,564,31,4506,Non-rural,Non-tribal,"Grand Rapids, MI",0.0549645390070922
Muskegon Community College,2016,554,31,4423,Non-rural,Non-tribal,"Grand Rapids, MI",0.05595667870036101
Muskegon Community College,2017,626,58,4311,Non-rural,Non-tribal,"Grand Rapids, MI",0.0926517571884984
Muskegon Community College,2018,656,41,4078,Non-rural,Non-tribal,"Grand Rapids, MI",0.0625
Muskegon Community College,2019,667,41,3999,Non-rural,Non-tribal,"Grand Rapids, MI",0.06146926536731634
Muskegon Community College,2020,652,59,3456,Non-rural,Non-tribal,"Grand Rapids, MI",0.09049079754601227
Muskegon Community College,2021,631,51,3699,Non-rural,Non-tribal,"Grand Rapids, MI",0.08082408874801902
Muskegon Community College,2022,632,51,3446,Non-rural,Non-tribal,"Grand Rapids, MI",0.08069620253164557
Muskegon Community College,2023,662,59,3518,Non-rural,Non-tribal,"Grand Rapids, MI",0.0891238670694864
NHTI-Concord's Community College,2010,635,70,4556,Rural,Non-tribal,"Nashua, NH",0.11023622047244094
NHTI-Concord's Community College,2011,697,64,4324,Rural,Non-tribal,"Nashua, NH",0.09182209469153516
NHTI-Concord's Community College,2012,745,83,4350,Rural,Non-tribal,"Nashua, NH",0.11140939597315436
NHTI-Concord's Community College,2013,719,90,4288,Rural,Non-tribal,"Nashua, NH",0.12517385257301808
NHTI-Concord's Community College,2014,745,94,4284,Rural,Non-tribal,"Nashua, NH",0.1261744966442953
NHTI-Concord's Community College,2015,735,81,4349,Rural,Non-tribal,"Nashua, NH",0.11020408163265306
NHTI-Concord's Community College,2016,719,74,3881,Rural,Non-tribal,"Nashua, NH",0.10292072322670376
NHTI-Concord's Community College,2017,763,93,3666,Rural,Non-tribal,"Nashua, NH",0.1218872870249017
NHTI-Concord's Community College,2018,821,89,3478,Rural,Non-tribal,"Nashua, NH",0.10840438489646773
NHTI-Concord's Community College,2019,837,66,3256,Rural,Non-tribal,"Nashua, NH",0.07885304659498207
NHTI-Concord's Community College,2020,766,73,2945,Rural,Non-tribal,"Nashua, NH",0.09530026109660575
NHTI-Concord's Community College,2021,639,64,2887,Rural,Non-tribal,"Nashua, NH",0.10015649452269171
NHTI-Concord's Community College,2022,689,39,2619,Rural,Non-tribal,"Nashua, NH",0.05660377358490566
NHTI-Concord's Community College,2023,481,48,2613,Rural,Non-tribal,"Nashua, NH",0.0997920997920998
Napa Valley College,2010,840,165,6350,Non-rural,Non-tribal,"San Francisco, CA",0.19642857142857142
Napa Valley College,2011,898,163,6688,Non-rural,Non-tribal,"San Francisco, CA",0.18151447661469933
Napa Valley College,2012,785,190,6287,Non-rural,Non-tribal,"San Francisco, CA",0.24203821656050956
Napa Valley College,2013,734,169,6308,Non-rural,Non-tribal,"San Francisco, CA",0.23024523160762944
Napa Valley College,2014,808,223,6348,Non-rural,Non-tribal,"San Francisco, CA",0.275990099009901
Napa Valley College,2015,870,223,6257,Non-rural,Non-tribal,"San Francisco, CA",0.25632183908045975
Napa Valley College,2016,1013,273,6148,Non-rural,Non-tribal,"San Francisco, CA",0.2694965449160908
Napa Valley College,2017,1105,321,6076,Non-rural,Non-tribal,"San Francisco, CA",0.2904977375565611
Napa Valley College,2018,1148,307,5503,Non-rural,Non-tribal,"San Francisco, CA",0.26742160278745647
Napa Valley College,2019,1331,422,5292,Non-rural,Non-tribal,"San Francisco, CA",0.3170548459804658
Napa Valley College,2020,1095,336,4931,Non-rural,Non-tribal,"San Francisco, CA",0.30684931506849317
Napa Valley College,2021,1226,274,4481,Non-rural,Non-tribal,"San Francisco, CA",0.2234910277324633
Napa Valley College,2022,1005,183,4041,Non-rural,Non-tribal,"San Francisco, CA",0.18208955223880596
Napa Valley College,2023,932,165,4213,Non-rural,Non-tribal,"San Francisco, CA",0.17703862660944206
Nash Community College,2010,403,69,3235,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.17121588089330025
Nash Community College,2011,408,59,3435,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.14460784313725492
Nash Community College,2012,543,113,3222,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.20810313075506445
Nash Community College,2013,599,143,3279,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.2387312186978297
Nash Community College,2014,582,102,3537,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.17525773195876287
Nash Community College,2015,692,157,3116,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.22687861271676302
Nash Community College,2016,778,173,3050,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.22236503856041132
Nash Community College,2017,799,188,2966,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.23529411764705882
Nash Community College,2018,914,266,3055,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.2910284463894967
Nash Community College,2019,779,180,2666,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.23106546854942234
Nash Community College,2020,1075,440,2623,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.40930232558139534
Nash Community College,2021,743,180,2874,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.24226110363391656
Nash Community College,2022,758,147,2645,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.19393139841688653
Nash Community College,2023,676,119,2425,Rural,Non-tribal,"Rocky Mount, NC & Wilson, NC",0.1760355029585799
Nashua Community College,2010,327,54,2296,Non-rural,Non-tribal,"Nashua, NH",0.1651376146788991
Nashua Community College,2011,302,58,2229,Non-rural,Non-tribal,"Nashua, NH",0.19205298013245034
Nashua Community College,2012,298,42,2278,Non-rural,Non-tribal,"Nashua, NH",0.14093959731543623
Nashua Community College,2013,300,52,2242,Non-rural,Non-tribal,"Nashua, NH",0.17333333333333334
Nashua Community College,2014,298,46,2184,Non-rural,Non-tribal,"Nashua, NH",0.15436241610738255
Nashua Community College,2015,339,71,2056,Non-rural,Non-tribal,"Nashua, NH",0.20943952802359883
Nashua Community College,2016,299,53,1996,Non-rural,Non-tribal,"Nashua, NH",0.17725752508361203
Nashua Community College,2017,313,66,1791,Non-rural,Non-tribal,"Nashua, NH",0.2108626198083067
Nashua Community College,2018,315,65,1626,Non-rural,Non-tribal,"Nashua, NH",0.20634920634920634
Nashua Community College,2019,312,62,1516,Non-rural,Non-tribal,"Nashua, NH",0.1987179487179487
Nashua Community College,2020,318,53,1352,Non-rural,Non-tribal,"Nashua, NH",0.16666666666666666
Nashua Community College,2021,271,36,1183,Non-rural,Non-tribal,"Nashua, NH",0.13284132841328414
Nashua Community College,2022,256,57,1245,Non-rural,Non-tribal,"Nashua, NH",0.22265625
Nashua Community College,2023,218,44,1262,Non-rural,Non-tribal,"Nashua, NH",0.2018348623853211
Nashville State Community College,2010,636,75,9853,Non-rural,Non-tribal,"Nashville, TN",0.1179245283018868
Nashville State Community College,2011,716,78,9876,Non-rural,Non-tribal,"Nashville, TN",0.10893854748603352
Nashville State Community College,2012,1449,92,9884,Non-rural,Non-tribal,"Nashville, TN",0.06349206349206349
Nashville State Community College,2013,1272,73,10007,Non-rural,Non-tribal,"Nashville, TN",0.05738993710691824
Nashville State Community College,2014,1357,96,10044,Non-rural,Non-tribal,"Nashville, TN",0.0707442888725129
Nashville State Community College,2015,1573,97,10192,Non-rural,Non-tribal,"Nashville, TN",0.06166560712015257
Nashville State Community College,2016,1751,151,8914,Non-rural,Non-tribal,"Nashville, TN",0.08623643632210165
Nashville State Community College,2017,1724,113,8197,Non-rural,Non-tribal,"Nashville, TN",0.06554524361948956
Nashville State Community College,2018,1329,84,8284,Non-rural,Non-tribal,"Nashville, TN",0.06320541760722348
Nashville State Community College,2019,1283,83,7885,Non-rural,Non-tribal,"Nashville, TN",0.0646921278254092
Nashville State Community College,2020,1209,98,7064,Non-rural,Non-tribal,"Nashville, TN",0.08105872622001654
Nashville State Community College,2021,1291,96,6647,Non-rural,Non-tribal,"Nashville, TN",0.07436096049573973
Nashville State Community College,2022,1195,111,6617,Non-rural,Non-tribal,"Nashville, TN",0.09288702928870293
Nashville State Community College,2023,1051,97,6608,Non-rural,Non-tribal,"Nashville, TN",0.0922930542340628
Nassau Community College,2010,2661,80,23767,Non-rural,Non-tribal,"New York, NY",0.03006388575723412
Nassau Community College,2011,2669,78,23550,Non-rural,Non-tribal,"New York, NY",0.029224428624953166
Nassau Community College,2012,3131,88,23340,Non-rural,Non-tribal,"New York, NY",0.02810603641009262
Nassau Community College,2013,3310,84,23318,Non-rural,Non-tribal,"New York, NY",0.025377643504531724
Nassau Community College,2014,3225,81,22374,Non-rural,Non-tribal,"New York, NY",0.025116279069767444
Nassau Community College,2015,3851,100,21558,Non-rural,Non-tribal,"New York, NY",0.025967281225655673
Nassau Community College,2016,3510,128,20374,Non-rural,Non-tribal,"New York, NY",0.036467236467236465
Nassau Community College,2017,3582,100,19059,Non-rural,Non-tribal,"New York, NY",0.027917364600781685
Nassau Community College,2018,3259,108,17406,Non-rural,Non-tribal,"New York, NY",0.03313899969315741
Nassau Community College,2019,2918,66,16650,Non-rural,Non-tribal,"New York, NY",0.022618231665524333
Nassau Community College,2020,2884,85,13864,Non-rural,Non-tribal,"New York, NY",0.029472954230235784
Nassau Community College,2021,2600,75,12628,Non-rural,Non-tribal,"New York, NY",0.028846153846153848
Nassau Community College,2022,2334,78,11996,Non-rural,Non-tribal,"New York, NY",0.033419023136246784
Nassau Community College,2023,2091,68,11984,Non-rural,Non-tribal,"New York, NY",0.032520325203252036
National Park College,2010,484,25,3850,Rural,Non-tribal,"Hot Springs, AR",0.05165289256198347
National Park College,2011,623,61,4268,Rural,Non-tribal,"Hot Springs, AR",0.09791332263242375
National Park College,2012,641,48,3559,Non-rural,Non-tribal,"Hot Springs, AR",0.0748829953198128
National Park College,2013,558,45,3246,Non-rural,Non-tribal,"Hot Springs, AR",0.08064516129032258
National Park College,2014,659,50,3001,Non-rural,Non-tribal,"Hot Springs, AR",0.07587253414264036
National Park College,2015,746,35,3014,Non-rural,Non-tribal,"Hot Springs, AR",0.04691689008042895
National Park College,2016,554,133,2934,Non-rural,Non-tribal,"Hot Springs, AR",0.24007220216606498
National Park College,2017,526,153,2768,Non-rural,Non-tribal,"Hot Springs, AR",0.2908745247148289
National Park College,2018,712,193,2017,Non-rural,Non-tribal,"Hot Springs, AR",0.2710674157303371
National Park College,2019,785,168,2077,Non-rural,Non-tribal,"Hot Springs, AR",0.2140127388535032
National Park College,2020,793,195,1912,Non-rural,Non-tribal,"Hot Springs, AR",0.2459016393442623
National Park College,2021,781,208,1919,Non-rural,Non-tribal,"Hot Springs, AR",0.26632522407170295
National Park College,2022,792,229,2340,Non-rural,Non-tribal,"Hot Springs, AR",0.28914141414141414
National Park College,2023,818,250,2308,Non-rural,Non-tribal,"Hot Springs, AR",0.3056234718826406
Naugatuck Valley Community College,2010,781,116,7195,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.14852752880921896
Naugatuck Valley Community College,2011,886,144,7361,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.16252821670428894
Naugatuck Valley Community College,2012,1006,111,7419,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.110337972166998
Naugatuck Valley Community College,2013,1211,253,7294,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.20891824938067713
Naugatuck Valley Community College,2014,1334,261,7102,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.1956521739130435
Naugatuck Valley Community College,2015,1233,235,6976,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.19059205190592052
Naugatuck Valley Community College,2016,1356,267,6651,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.19690265486725664
Naugatuck Valley Community College,2017,1116,212,6373,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.18996415770609318
Naugatuck Valley Community College,2018,1073,224,6237,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.2087604846225536
Naugatuck Valley Community College,2019,1198,242,6055,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.2020033388981636
Naugatuck Valley Community College,2020,1030,141,5083,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.13689320388349516
Naugatuck Valley Community College,2021,896,121,4673,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.13504464285714285
Naugatuck Valley Community College,2022,809,93,4554,Non-rural,Non-tribal,"Hartford, CT & Bridgeport, CT",0.11495673671199011
Navarro College,2010,1205,46,10166,Rural,Non-tribal,"Dallas, TX",0.038174273858921165
Navarro College,2011,1127,99,10433,Rural,Non-tribal,"Dallas, TX",0.0878438331854481
Navarro College,2012,1305,97,10098,Rural,Non-tribal,"Dallas, TX",0.0743295019157088
Navarro College,2013,1603,161,10256,Rural,Non-tribal,"Dallas, TX",0.10043668122270742
Navarro College,2014,2086,157,9999,Rural,Non-tribal,"Dallas, TX",0.07526366251198466
Navarro College,2015,1390,139,9592,Rural,Non-tribal,"Dallas, TX",0.1
Navarro College,2016,1365,152,9230,Rural,Non-tribal,"Dallas, TX",0.11135531135531136
Navarro College,2017,1433,143,8968,Rural,Non-tribal,"Dallas, TX",0.09979064898813678
Navarro College,2018,1545,193,8601,Rural,Non-tribal,"Dallas, TX",0.12491909385113269
Navarro College,2019,1489,108,8173,Rural,Non-tribal,"Dallas, TX",0.0725319006044325
Navarro College,2020,1502,138,7139,Rural,Non-tribal,"Dallas, TX",0.09187749667110519
Navarro College,2021,1325,130,6565,Rural,Non-tribal,"Dallas, TX",0.09811320754716982
Navarro College,2022,1291,105,6277,Rural,Non-tribal,"Dallas, TX",0.08133230054221534
Navarro College,2023,1199,109,6549,Rural,Non-tribal,"Dallas, TX",0.09090909090909091
Neosho County Community College,2010,401,26,2317,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.06483790523690773
Neosho County Community College,2011,1110,49,2556,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.044144144144144144
Neosho County Community College,2012,1037,42,2602,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.040501446480231434
Neosho County Community College,2013,1130,81,2667,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.07168141592920355
Neosho County Community College,2014,899,81,2212,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.09010011123470522
Neosho County Community College,2015,936,101,2067,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.10790598290598291
Neosho County Community College,2016,760,78,2066,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.10263157894736842
Neosho County Community College,2017,805,100,1977,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.12422360248447205
Neosho County Community College,2018,899,130,1968,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.1446051167964405
Neosho County Community College,2019,821,138,1898,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.16808769792935443
Neosho County Community College,2020,744,89,1727,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.1196236559139785
Neosho County Community College,2021,820,176,1639,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.2146341463414634
Neosho County Community College,2022,791,199,1638,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.2515802781289507
Neosho County Community College,2023,787,183,1783,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.23252858958068615
New Mexico Junior College,2010,235,11,3535,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.04680851063829787
New Mexico Junior College,2011,287,21,3160,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.07317073170731707
New Mexico Junior College,2012,317,30,2949,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.0946372239747634
New Mexico Junior College,2013,340,46,2320,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.13529411764705881
New Mexico Junior College,2014,415,54,3332,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.13012048192771083
New Mexico Junior College,2015,398,40,2923,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.10050251256281408
New Mexico Junior College,2016,394,44,2408,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.1116751269035533
New Mexico Junior College,2017,646,36,2310,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.05572755417956656
New Mexico Junior College,2018,395,39,2247,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.09873417721518987
New Mexico Junior College,2019,485,34,2327,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.07010309278350516
New Mexico Junior College,2020,405,26,1406,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.06419753086419754
New Mexico Junior College,2021,314,18,1889,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.05732484076433121
New Mexico Junior College,2022,402,19,2228,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.0472636815920398
New Mexico Junior College,2023,381,26,2118,Rural,Non-tribal,"Odessa, TX & Midland, TX",0.06824146981627296
New Mexico State University-Alamogordo,2010,205,0,3944,Rural,Non-tribal,"Alamogordo, NM",0
New Mexico State University-Alamogordo,2011,273,0,3371,Rural,Non-tribal,"Alamogordo, NM",0
New Mexico State University-Alamogordo,2012,297,1,3173,Rural,Non-tribal,"Alamogordo, NM",0.003367003367003367
New Mexico State University-Alamogordo,2013,285,9,2458,Rural,Non-tribal,"Alamogordo, NM",0.031578947368421054
New Mexico State University-Alamogordo,2014,216,9,2095,Rural,Non-tribal,"Alamogordo, NM",0.041666666666666664
New Mexico State University-Alamogordo,2015,191,10,1848,Rural,Non-tribal,"Alamogordo, NM",0.05235602094240838
New Mexico State University-Alamogordo,2016,196,17,1771,Rural,Non-tribal,"Alamogordo, NM",0.08673469387755102
New Mexico State University-Alamogordo,2017,127,10,1710,Rural,Non-tribal,"Alamogordo, NM",0.07874015748031496
New Mexico State University-Alamogordo,2018,132,12,1636,Rural,Non-tribal,"Alamogordo, NM",0.09090909090909091
New Mexico State University-Alamogordo,2019,110,8,1537,Rural,Non-tribal,"Alamogordo, NM",0.07272727272727272
New Mexico State University-Alamogordo,2020,213,8,941,Rural,Non-tribal,"Alamogordo, NM",0.03755868544600939
New Mexico State University-Alamogordo,2021,123,14,946,Rural,Non-tribal,"Alamogordo, NM",0.11382113821138211
New Mexico State University-Alamogordo,2022,110,16,1032,Rural,Non-tribal,"Alamogordo, NM",0.14545454545454545
New Mexico State University-Alamogordo,2023,86,8,1088,Rural,Non-tribal,"Alamogordo, NM",0.09302325581395349
New Mexico State University-Dona Ana,2010,989,80,9923,Non-rural,Non-tribal,"El Paso, TX",0.08088978766430738
New Mexico State University-Dona Ana,2011,1490,156,9803,Non-rural,Non-tribal,"El Paso, TX",0.10469798657718121
New Mexico State University-Dona Ana,2012,1399,89,9270,Non-rural,Non-tribal,"El Paso, TX",0.0636168691922802
New Mexico State University-Dona Ana,2013,1427,161,8837,Non-rural,Non-tribal,"El Paso, TX",0.11282410651716888
New Mexico State University-Dona Ana,2014,1613,184,8448,Rural,Non-tribal,"El Paso, TX",0.11407315561066336
New Mexico State University-Dona Ana,2015,1506,131,8252,Rural,Non-tribal,"El Paso, TX",0.08698539176626827
New Mexico State University-Dona Ana,2016,1878,165,8157,Rural,Non-tribal,"El Paso, TX",0.0878594249201278
New Mexico State University-Dona Ana,2017,1625,137,7917,Rural,Non-tribal,"El Paso, TX",0.0843076923076923
New Mexico State University-Dona Ana,2018,1423,147,7876,Rural,Non-tribal,"El Paso, TX",0.10330288123682362
New Mexico State University-Dona Ana,2019,1333,139,8054,Rural,Non-tribal,"El Paso, TX",0.10427606901725431
New Mexico State University-Dona Ana,2020,1523,171,7028,Rural,Non-tribal,"El Paso, TX",0.11227839789888379
New Mexico State University-Dona Ana,2021,1318,152,6454,Rural,Non-tribal,"El Paso, TX",0.11532625189681335
New Mexico State University-Dona Ana,2022,1277,144,6662,Rural,Non-tribal,"El Paso, TX",0.11276429130775255
New Mexico State University-Dona Ana,2023,1297,120,6849,Non-rural,Non-tribal,"El Paso, TX",0.09252120277563608
New Mexico State University-Grants,2010,134,6,1590,Rural,Non-tribal,"Gallup, NM",0.04477611940298507
New Mexico State University-Grants,2011,127,1,1255,Rural,Non-tribal,"Gallup, NM",0.007874015748031496
New Mexico State University-Grants,2012,109,9,1141,Rural,Non-tribal,"Gallup, NM",0.08256880733944955
New Mexico State University-Grants,2013,138,7,970,Rural,Non-tribal,"Gallup, NM",0.050724637681159424
New Mexico State University-Grants,2014,126,18,942,Rural,Non-tribal,"Gallup, NM",0.14285714285714285
New Mexico State University-Grants,2015,105,14,824,Rural,Non-tribal,"Gallup, NM",0.13333333333333333
New Mexico State University-Grants,2016,95,11,950,Rural,Non-tribal,"Gallup, NM",0.11578947368421053
New Mexico State University-Grants,2017,101,13,963,Rural,Non-tribal,"Gallup, NM",0.12871287128712872
New Mexico State University-Grants,2018,105,8,996,Rural,Non-tribal,"Gallup, NM",0.0761904761904762
New Mexico State University-Grants,2019,64,5,813,Rural,Non-tribal,"Gallup, NM",0.078125
New Mexico State University-Grants,2020,79,2,622,Rural,Non-tribal,"Gallup, NM",0.02531645569620253
New Mexico State University-Grants,2021,67,6,692,Rural,Non-tribal,"Gallup, NM",0.08955223880597014
New Mexico State University-Grants,2022,83,11,825,Rural,Non-tribal,"Gallup, NM",0.13253012048192772
New Mexico State University-Grants,2023,91,15,834,Rural,Non-tribal,"Gallup, NM",0.16483516483516483
New River Community College,2010,661,85,5178,Rural,Non-tribal,"Roanoke, VA",0.12859304084720122
New River Community College,2011,626,103,5207,Rural,Non-tribal,"Roanoke, VA",0.1645367412140575
New River Community College,2012,728,121,5083,Rural,Non-tribal,"Roanoke, VA",0.1662087912087912
New River Community College,2013,673,90,4808,Rural,Non-tribal,"Roanoke, VA",0.1337295690936107
New River Community College,2014,608,106,4585,Rural,Non-tribal,"Roanoke, VA",0.17434210526315788
New River Community College,2015,656,151,4477,Rural,Non-tribal,"Roanoke, VA",0.2301829268292683
New River Community College,2016,692,150,4456,Rural,Non-tribal,"Roanoke, VA",0.21676300578034682
New River Community College,2017,643,181,4626,Rural,Non-tribal,"Roanoke, VA",0.28149300155520995
New River Community College,2018,602,148,4419,Rural,Non-tribal,"Roanoke, VA",0.24584717607973422
New River Community College,2019,645,152,4332,Rural,Non-tribal,"Roanoke, VA",0.23565891472868217
New River Community College,2020,734,184,4137,Rural,Non-tribal,"Roanoke, VA",0.2506811989100817
New River Community College,2021,772,162,3903,Rural,Non-tribal,"Roanoke, VA",0.20984455958549222
New River Community College,2022,942,371,3980,Rural,Non-tribal,"Roanoke, VA",0.39384288747346075
New River Community College,2023,888,335,4156,Rural,Non-tribal,"Roanoke, VA",0.37725225225225223
New River Community and Technical College,2010,132,28,3011,Rural,Non-tribal,"Beckley, WV",0.21212121212121213
New River Community and Technical College,2011,216,72,3024,Rural,Non-tribal,"Beckley, WV",0.3333333333333333
New River Community and Technical College,2012,191,30,2857,Non-rural,Non-tribal,"Beckley, WV",0.15706806282722513
New River Community and Technical College,2013,291,48,2551,Non-rural,Non-tribal,"Beckley, WV",0.16494845360824742
New River Community and Technical College,2014,344,55,1957,Non-rural,Non-tribal,"Beckley, WV",0.15988372093023256
New River Community and Technical College,2015,307,35,1624,Non-rural,Non-tribal,"Beckley, WV",0.11400651465798045
New River Community and Technical College,2016,318,73,1447,Non-rural,Non-tribal,"Beckley, WV",0.22955974842767296
New River Community and Technical College,2017,447,172,1172,Non-rural,Non-tribal,"Beckley, WV",0.38478747203579416
New River Community and Technical College,2018,285,50,1169,Non-rural,Non-tribal,"Beckley, WV",0.17543859649122806
New River Community and Technical College,2019,254,64,1212,Non-rural,Non-tribal,"Beckley, WV",0.25196850393700787
New River Community and Technical College,2020,249,61,1053,Non-rural,Non-tribal,"Beckley, WV",0.24497991967871485
New River Community and Technical College,2021,244,76,1042,Non-rural,Non-tribal,"Beckley, WV",0.3114754098360656
New River Community and Technical College,2022,327,103,1007,Non-rural,Non-tribal,"Beckley, WV",0.3149847094801223
New River Community and Technical College,2023,318,91,1262,Rural,Non-tribal,"Beckley, WV",0.2861635220125786
Niagara County Community College,2010,1122,64,7428,Rural,Non-tribal,"Buffalo, NY",0.0570409982174688
Niagara County Community College,2011,1196,74,7157,Rural,Non-tribal,"Buffalo, NY",0.061872909698996656
Niagara County Community College,2012,1144,54,6735,Rural,Non-tribal,"Buffalo, NY",0.0472027972027972
Niagara County Community College,2013,1200,80,6630,Rural,Non-tribal,"Buffalo, NY",0.06666666666666667
Niagara County Community College,2014,1139,58,6478,Rural,Non-tribal,"Buffalo, NY",0.050921861281826165
Niagara County Community College,2015,1080,58,6116,Rural,Non-tribal,"Buffalo, NY",0.053703703703703705
Niagara County Community College,2016,1067,65,5893,Rural,Non-tribal,"Buffalo, NY",0.06091846298031865
Niagara County Community College,2017,996,54,5439,Rural,Non-tribal,"Buffalo, NY",0.05421686746987952
Niagara County Community College,2018,967,82,5047,Rural,Non-tribal,"Buffalo, NY",0.08479834539813857
Niagara County Community College,2019,995,106,4997,Rural,Non-tribal,"Buffalo, NY",0.10653266331658291
Niagara County Community College,2020,977,102,4389,Rural,Non-tribal,"Buffalo, NY",0.10440122824974411
Niagara County Community College,2021,839,104,4154,Rural,Non-tribal,"Buffalo, NY",0.12395709177592372
Niagara County Community College,2022,824,81,3838,Rural,Non-tribal,"Buffalo, NY",0.0983009708737864
Niagara County Community College,2023,788,95,4217,Rural,Non-tribal,"Buffalo, NY",0.12055837563451777
Nicolet Area Technical College,2010,643,62,1455,Rural,Non-tribal,"Rhinelander, WI",0.09642301710730948
Nicolet Area Technical College,2011,616,76,1344,Rural,Non-tribal,"Rhinelander, WI",0.12337662337662338
Nicolet Area Technical College,2012,593,78,1306,Rural,Non-tribal,"Rhinelander, WI",0.1315345699831366
Nicolet Area Technical College,2013,662,56,1271,Rural,Non-tribal,"Rhinelander, WI",0.08459214501510574
Nicolet Area Technical College,2014,721,122,1139,Rural,Non-tribal,"Rhinelander, WI",0.16920943134535368
Nicolet Area Technical College,2015,703,112,1048,Rural,Non-tribal,"Rhinelander, WI",0.1593172119487909
Nicolet Area Technical College,2016,598,80,1083,Rural,Non-tribal,"Rhinelander, WI",0.13377926421404682
