instnm,year,tot_completions,tot_airea_completions,first_students_enrolled,rural,tribal,cz_label,pct_airea_completions
Aiken Technical College,2010,533,92,3128,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.1726078799249531
Aiken Technical College,2011,740,71,3071,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.09594594594594595
Aiken Technical College,2012,687,63,2905,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.09170305676855896
Aiken Technical College,2013,678,43,2583,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.06342182890855458
Aiken Technical College,2014,703,79,2351,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.112375533428165
Aiken Technical College,2015,479,56,2359,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.11691022964509394
Aiken Technical College,2016,498,60,2459,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.12048192771084337
Aiken Technical College,2017,460,121,2399,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.26304347826086955
Aiken Technical College,2018,455,99,2267,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.2175824175824176
Aiken Technical College,2019,450,71,2236,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.15777777777777777
Aiken Technical College,2020,392,22,1925,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.05612244897959184
Aiken Technical College,2021,365,46,1873,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.12602739726027398
Aiken Technical College,2022,328,33,2121,Rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.10060975609756098
Aiken Technical College,2023,1427,129,2218,Non-rural,Non-tribal,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC",0.09039943938332165
Aims Community College,2010,1256,173,5340,Non-rural,Non-tribal,"Fort Collins, CO",0.1377388535031847
Aims Community College,2011,1442,305,5290,Non-rural,Non-tribal,"Fort Collins, CO",0.21151178918169208
Aims Community College,2012,1433,344,4983,Non-rural,Non-tribal,"Fort Collins, CO",0.24005582693649685
Aims Community College,2013,1509,371,4955,Non-rural,Non-tribal,"Fort Collins, CO",0.24585818422796554
Aims Community College,2014,1487,325,5001,Non-rural,Non-tribal,"Fort Collins, CO",0.21856086079354406
Aims Community College,2015,1419,346,5298,Non-rural,Non-tribal,"Fort Collins, CO",0.24383368569415081
Aims Community College,2016,1412,291,5652,Non-rural,Non-tribal,"Fort Collins, CO",0.20609065155807366
Aims Community College,2017,1844,502,5982,Non-rural,Non-tribal,"Fort Collins, CO",0.272234273318872
Aims Community College,2018,1852,555,6250,Non-rural,Non-tribal,"Fort Collins, CO",0.2996760259179266
Aims Community College,2019,1847,523,6634,Non-rural,Non-tribal,"Fort Collins, CO",0.28316188413643745
Aims Community College,2020,1558,356,5981,Non-rural,Non-tribal,"Fort Collins, CO",0.22849807445442877
Aims Community College,2021,1501,342,6940,Non-rural,Non-tribal,"Fort Collins, CO",0.22784810126582278
Aims Community College,2022,1595,355,7178,Non-rural,Non-tribal,"Fort Collins, CO",0.2225705329153605
Aims Community College,2023,1890,482,7529,Non-rural,Non-tribal,"Fort Collins, CO",0.25502645502645505
Alabama Southern Community College,2010,194,55,1503,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.28350515463917525
Alabama Southern Community College,2011,292,77,1432,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.2636986301369863
Alabama Southern Community College,2012,294,64,1312,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.21768707482993196
Alabama Southern Community College,2013,301,81,1349,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.2691029900332226
Alabama Southern Community College,2014,265,76,1398,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.28679245283018867
Alabama Southern Community College,2015,354,142,1386,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.4011299435028249
Alabama Southern Community College,2016,302,115,1362,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.38079470198675497
Alabama Southern Community College,2017,289,91,982,Rural,Non-tribal,"Andalusia, AL & Atmore, AL",0.314878892733564
Alamance Community College,2010,833,171,5524,Rural,Non-tribal,"Burlington, NC",0.20528211284513806
Alamance Community College,2011,984,229,5222,Rural,Non-tribal,"Burlington, NC",0.23272357723577236
Alamance Community College,2012,1055,239,4706,Rural,Non-tribal,"Burlington, NC",0.22654028436018958
Alamance Community College,2013,943,163,4161,Rural,Non-tribal,"Burlington, NC",0.1728525980911983
Alamance Community College,2014,738,136,4437,Rural,Non-tribal,"Burlington, NC",0.1842818428184282
Alamance Community College,2015,902,176,4531,Rural,Non-tribal,"Burlington, NC",0.1951219512195122
Alamance Community College,2016,946,247,4336,Rural,Non-tribal,"Burlington, NC",0.26109936575052856
Alamance Community College,2017,1721,538,4184,Rural,Non-tribal,"Burlington, NC",0.3126089482858803
Alamance Community College,2018,1254,282,4248,Rural,Non-tribal,"Burlington, NC",0.22488038277511962
Alamance Community College,2019,918,212,4328,Rural,Non-tribal,"Burlington, NC",0.23093681917211328
Alamance Community College,2020,799,182,4037,Rural,Non-tribal,"Burlington, NC",0.22778473091364204
Alamance Community College,2021,1730,443,3789,Rural,Non-tribal,"Burlington, NC",0.2560693641618497
Alamance Community College,2022,1271,316,3939,Rural,Non-tribal,"Burlington, NC",0.24862313139260425
Alamance Community College,2023,1075,163,3739,Non-rural,Non-tribal,"Burlington, NC",0.1516279069767442
Albany Technical College,2010,2555,1014,4497,Non-rural,Non-tribal,"Albany, GA",0.39686888454011743
Albany Technical College,2011,3425,1403,4729,Non-rural,Non-tribal,"Albany, GA",0.40963503649635036
Albany Technical College,2012,2955,1104,3935,Non-rural,Non-tribal,"Albany, GA",0.37360406091370557
Albany Technical College,2013,2281,748,3894,Non-rural,Non-tribal,"Albany, GA",0.3279263480929417
Albany Technical College,2014,2330,682,3640,Non-rural,Non-tribal,"Albany, GA",0.2927038626609442
Albany Technical College,2015,3114,799,3331,Non-rural,Non-tribal,"Albany, GA",0.25658317276814385
Albany Technical College,2016,2433,603,3251,Non-rural,Non-tribal,"Albany, GA",0.24784217016029594
Albany Technical College,2017,2164,571,3167,Non-rural,Non-tribal,"Albany, GA",0.26386321626617376
Albany Technical College,2018,2221,518,3181,Non-rural,Non-tribal,"Albany, GA",0.23322827555155334
Albany Technical College,2019,1962,487,3285,Non-rural,Non-tribal,"Albany, GA",0.24821610601427116
Albany Technical College,2020,1916,375,3022,Non-rural,Non-tribal,"Albany, GA",0.19572025052192066
Albany Technical College,2021,1819,317,2370,Non-rural,Non-tribal,"Albany, GA",0.1742715777899945
Albany Technical College,2022,1559,339,2577,Non-rural,Non-tribal,"Albany, GA",0.21744708146247593
Albany Technical College,2023,1669,353,2761,Non-rural,Non-tribal,"Albany, GA",0.21150389454763333
Alexandria Technical & Community College,2010,874,229,2707,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.2620137299771167
Alexandria Technical & Community College,2011,835,161,2770,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.19281437125748502
Alexandria Technical & Community College,2012,939,239,2992,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.25452609158679446
Alexandria Technical & Community College,2013,948,246,2845,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.25949367088607594
Alexandria Technical & Community College,2014,868,221,2604,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.25460829493087556
Alexandria Technical & Community College,2015,896,216,2702,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.24107142857142858
Alexandria Technical & Community College,2016,784,180,2689,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.22959183673469388
Alexandria Technical & Community College,2017,762,188,2794,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.24671916010498687
Alexandria Technical & Community College,2018,763,186,2614,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.2437745740498034
Alexandria Technical & Community College,2019,783,179,2591,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.22860791826309068
Alexandria Technical & Community College,2020,715,142,2549,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.1986013986013986
Alexandria Technical & Community College,2021,656,170,2586,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.25914634146341464
Alexandria Technical & Community College,2022,662,165,2865,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.24924471299093656
Alexandria Technical & Community College,2023,741,182,3038,Rural,Non-tribal,"Alexandria, MN & Fergus Falls, MN",0.24561403508771928
Allan Hancock College,2010,1523,123,12108,Non-rural,Non-tribal,"Santa Barbara, CA",0.08076165462902167
Allan Hancock College,2011,1686,203,10955,Non-rural,Non-tribal,"Santa Barbara, CA",0.12040332147093713
Allan Hancock College,2012,1470,191,10837,Non-rural,Non-tribal,"Santa Barbara, CA",0.12993197278911564
Allan Hancock College,2013,1594,258,10885,Non-rural,Non-tribal,"Santa Barbara, CA",0.16185696361355081
Allan Hancock College,2014,1869,340,11047,Non-rural,Non-tribal,"Santa Barbara, CA",0.1819154628143392
Allan Hancock College,2015,1983,337,10949,Non-rural,Non-tribal,"Santa Barbara, CA",0.16994452849218356
Allan Hancock College,2016,1879,344,12012,Non-rural,Non-tribal,"Santa Barbara, CA",0.18307610431080362
Allan Hancock College,2017,2607,414,11739,Non-rural,Non-tribal,"Santa Barbara, CA",0.15880322209436135
Allan Hancock College,2018,2560,419,11285,Non-rural,Non-tribal,"Santa Barbara, CA",0.163671875
Allan Hancock College,2019,2834,491,11894,Non-rural,Non-tribal,"Santa Barbara, CA",0.17325335215243473
Allan Hancock College,2020,3513,673,10248,Non-rural,Non-tribal,"Santa Barbara, CA",0.19157415314545972
Allan Hancock College,2021,4577,725,9836,Non-rural,Non-tribal,"Santa Barbara, CA",0.1584006991479135
Allan Hancock College,2022,3289,523,10329,Non-rural,Non-tribal,"Santa Barbara, CA",0.15901489814533293
Allan Hancock College,2023,2984,448,11104,Non-rural,Non-tribal,"Santa Barbara, CA",0.15013404825737264
Allegany College of Maryland,2010,771,65,4071,Rural,Non-tribal,"Cumberland, MD",0.08430609597924774
Allegany College of Maryland,2011,819,98,3770,Rural,Non-tribal,"Cumberland, MD",0.11965811965811966
Allegany College of Maryland,2012,793,66,3659,Non-rural,Non-tribal,"Cumberland, MD",0.0832282471626734
Allegany College of Maryland,2013,849,72,3191,Non-rural,Non-tribal,"Cumberland, MD",0.08480565371024736
Allegany College of Maryland,2014,782,92,3227,Non-rural,Non-tribal,"Cumberland, MD",0.11764705882352941
Allegany College of Maryland,2015,727,62,3091,Non-rural,Non-tribal,"Cumberland, MD",0.08528198074277854
Allegany College of Maryland,2016,692,66,2930,Non-rural,Non-tribal,"Cumberland, MD",0.0953757225433526
Allegany College of Maryland,2017,673,63,2717,Non-rural,Non-tribal,"Cumberland, MD",0.09361069836552749
Allegany College of Maryland,2018,653,76,2585,Non-rural,Non-tribal,"Cumberland, MD",0.11638591117917305
Allegany College of Maryland,2019,586,48,2584,Non-rural,Non-tribal,"Cumberland, MD",0.08191126279863481
Allegany College of Maryland,2020,533,39,2523,Non-rural,Non-tribal,"Cumberland, MD",0.07317073170731707
Allegany College of Maryland,2021,636,30,2421,Non-rural,Non-tribal,"Cumberland, MD",0.04716981132075472
Allegany College of Maryland,2022,566,40,2578,Non-rural,Non-tribal,"Cumberland, MD",0.0706713780918728
Allegany College of Maryland,2023,607,39,2665,Rural,Non-tribal,"Cumberland, MD",0.0642504118616145
Allen County Community College,2010,644,41,2898,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.06366459627329192
Allen County Community College,2011,671,57,2784,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.08494783904619971
Allen County Community College,2012,656,74,2952,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.11280487804878049
Allen County Community College,2013,642,69,2852,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.10747663551401869
Allen County Community College,2014,546,77,2628,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.14102564102564102
Allen County Community College,2015,438,69,2382,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.15753424657534246
Allen County Community College,2016,437,57,2379,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.13043478260869565
Allen County Community College,2017,450,55,2556,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.12222222222222222
Allen County Community College,2018,365,48,2540,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.13150684931506848
Allen County Community College,2019,521,80,2407,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.15355086372360843
Allen County Community College,2020,398,2,2113,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.005025125628140704
Allen County Community College,2021,381,6,2090,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.015748031496062992
Allen County Community College,2022,349,5,2007,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.014326647564469915
Allen County Community College,2023,341,8,1817,Rural,Non-tribal,"Parsons, KS & Chanute, KS",0.02346041055718475
Alpena Community College,2010,497,153,2080,Rural,Non-tribal,"Alpena, MI",0.30784708249496984
Alpena Community College,2011,459,156,1991,Rural,Non-tribal,"Alpena, MI",0.33986928104575165
Alpena Community College,2012,399,110,1963,Rural,Non-tribal,"Alpena, MI",0.2756892230576441
Alpena Community College,2013,382,107,1712,Rural,Non-tribal,"Alpena, MI",0.2801047120418848
Alpena Community College,2014,424,151,1636,Rural,Non-tribal,"Alpena, MI",0.3561320754716981
Alpena Community College,2015,396,144,1493,Rural,Non-tribal,"Alpena, MI",0.36363636363636365
Alpena Community College,2016,439,185,1536,Rural,Non-tribal,"Alpena, MI",0.4214123006833713
Alpena Community College,2017,340,143,1611,Rural,Non-tribal,"Alpena, MI",0.42058823529411765
Alpena Community College,2018,391,192,1429,Rural,Non-tribal,"Alpena, MI",0.49104859335038364
Alpena Community College,2019,369,171,1487,Rural,Non-tribal,"Alpena, MI",0.4634146341463415
Alpena Community College,2020,380,177,1436,Rural,Non-tribal,"Alpena, MI",0.46578947368421053
Alpena Community College,2021,323,140,1487,Rural,Non-tribal,"Alpena, MI",0.43343653250773995
Alpena Community College,2022,295,154,1536,Rural,Non-tribal,"Alpena, MI",0.5220338983050847
Alpena Community College,2023,301,153,1530,Rural,Non-tribal,"Alpena, MI",0.5083056478405316
Alvin Community College,2010,965,184,5794,Non-rural,Non-tribal,"Houston, TX",0.19067357512953367
Alvin Community College,2011,958,173,5129,Non-rural,Non-tribal,"Houston, TX",0.18058455114822547
Alvin Community College,2012,958,160,5109,Non-rural,Non-tribal,"Houston, TX",0.16701461377870563
Alvin Community College,2013,1000,157,5118,Non-rural,Non-tribal,"Houston, TX",0.157
Alvin Community College,2014,1085,181,4837,Non-rural,Non-tribal,"Houston, TX",0.16682027649769585
Alvin Community College,2015,1165,205,5114,Non-rural,Non-tribal,"Houston, TX",0.1759656652360515
Alvin Community College,2016,1245,218,5677,Non-rural,Non-tribal,"Houston, TX",0.1751004016064257
Alvin Community College,2017,1278,220,5785,Non-rural,Non-tribal,"Houston, TX",0.17214397496087636
Alvin Community College,2018,1288,184,5573,Non-rural,Non-tribal,"Houston, TX",0.14285714285714285
Alvin Community College,2019,1349,219,5797,Non-rural,Non-tribal,"Houston, TX",0.16234247590808007
Alvin Community College,2020,1458,258,5737,Non-rural,Non-tribal,"Houston, TX",0.17695473251028807
Alvin Community College,2021,1178,198,4965,Non-rural,Non-tribal,"Houston, TX",0.16808149405772496
Alvin Community College,2022,1253,166,5411,Non-rural,Non-tribal,"Houston, TX",0.13248204309656825
Alvin Community College,2023,1393,181,5830,Non-rural,Non-tribal,"Houston, TX",0.1299353912419239
Amarillo College,2010,1145,204,11878,Non-rural,Non-tribal,"Amarillo, TX",0.1781659388646288
Amarillo College,2011,1309,213,11616,Non-rural,Non-tribal,"Amarillo, TX",0.1627196333078686
Amarillo College,2012,1343,218,11530,Non-rural,Non-tribal,"Amarillo, TX",0.16232315711094564
Amarillo College,2013,1900,326,10873,Non-rural,Non-tribal,"Amarillo, TX",0.17157894736842105
Amarillo College,2014,1606,266,10336,Non-rural,Non-tribal,"Amarillo, TX",0.1656288916562889
Amarillo College,2015,1567,356,9936,Non-rural,Non-tribal,"Amarillo, TX",0.22718570516911296
Amarillo College,2016,1743,396,10195,Non-rural,Non-tribal,"Amarillo, TX",0.22719449225473323
Amarillo College,2017,2084,551,10259,Non-rural,Non-tribal,"Amarillo, TX",0.2643953934740883
Amarillo College,2018,2184,487,9854,Non-rural,Non-tribal,"Amarillo, TX",0.222985347985348
Amarillo College,2019,2338,399,9739,Non-rural,Non-tribal,"Amarillo, TX",0.17065868263473055
Amarillo College,2020,2128,524,9079,Non-rural,Non-tribal,"Amarillo, TX",0.2462406015037594
Amarillo College,2021,1959,374,9179,Non-rural,Non-tribal,"Amarillo, TX",0.19091373149566104
Amarillo College,2022,2380,687,8988,Non-rural,Non-tribal,"Amarillo, TX",0.2886554621848739
Amarillo College,2023,2164,554,9215,Non-rural,Non-tribal,"Amarillo, TX",0.256007393715342
American River College,2010,2732,667,33440,Non-rural,Non-tribal,"Sacramento, CA",0.24414348462664714
American River College,2011,3049,836,31750,Non-rural,Non-tribal,"Sacramento, CA",0.2741882584453919
American River College,2012,3454,1021,31088,Non-rural,Non-tribal,"Sacramento, CA",0.2955993051534453
American River College,2013,6720,1244,29701,Non-rural,Non-tribal,"Sacramento, CA",0.18511904761904763
American River College,2014,6956,1259,29133,Non-rural,Non-tribal,"Sacramento, CA",0.18099482461184588
American River College,2015,5834,1033,29381,Non-rural,Non-tribal,"Sacramento, CA",0.1770654782310593
American River College,2016,6623,1071,30519,Non-rural,Non-tribal,"Sacramento, CA",0.1617091952287483
American River College,2017,6630,1084,31858,Non-rural,Non-tribal,"Sacramento, CA",0.16349924585218703
American River College,2018,5697,1082,31366,Non-rural,Non-tribal,"Sacramento, CA",0.1899245216780762
American River College,2019,5500,1080,31265,Non-rural,Non-tribal,"Sacramento, CA",0.19636363636363635
American River College,2020,4329,1062,25422,Non-rural,Non-tribal,"Sacramento, CA",0.24532224532224534
American River College,2021,3891,688,25849,Non-rural,Non-tribal,"Sacramento, CA",0.1768182986378823
American River College,2022,3990,773,27422,Non-rural,Non-tribal,"Sacramento, CA",0.193734335839599
American River College,2023,3790,758,29908,Non-rural,Non-tribal,"Sacramento, CA",0.2
Angelina College,2010,703,116,5927,Rural,Non-tribal,"Lufkin, TX",0.16500711237553342
Angelina College,2011,752,145,5848,Rural,Non-tribal,"Lufkin, TX",0.19281914893617022
Angelina College,2012,718,120,5442,Rural,Non-tribal,"Lufkin, TX",0.1671309192200557
Angelina College,2013,706,104,5490,Rural,Non-tribal,"Lufkin, TX",0.14730878186968838
Angelina College,2014,759,113,5148,Rural,Non-tribal,"Lufkin, TX",0.14888010540184454
Angelina College,2015,779,156,5141,Rural,Non-tribal,"Lufkin, TX",0.20025673940949937
Angelina College,2016,911,198,5061,Rural,Non-tribal,"Lufkin, TX",0.21734357848518113
Angelina College,2017,985,281,5215,Rural,Non-tribal,"Lufkin, TX",0.28527918781725886
Angelina College,2018,1163,312,4919,Rural,Non-tribal,"Lufkin, TX",0.26827171109200343
Angelina College,2019,826,145,4672,Rural,Non-tribal,"Lufkin, TX",0.17554479418886199
Angelina College,2020,860,95,4195,Rural,Non-tribal,"Lufkin, TX",0.11046511627906977
Angelina College,2021,890,159,4272,Rural,Non-tribal,"Lufkin, TX",0.17865168539325843
Angelina College,2022,916,136,4002,Rural,Non-tribal,"Lufkin, TX",0.14847161572052403
Angelina College,2023,1134,199,3896,Rural,Non-tribal,"Lufkin, TX",0.17548500881834214
Anne Arundel Community College,2010,1814,122,17665,Non-rural,Non-tribal,"Baltimore, MD",0.06725468577728776
Anne Arundel Community College,2011,2129,174,17957,Non-rural,Non-tribal,"Baltimore, MD",0.08172851103804603
Anne Arundel Community College,2012,2244,161,17650,Non-rural,Non-tribal,"Baltimore, MD",0.07174688057040998
Anne Arundel Community College,2013,2189,126,16463,Non-rural,Non-tribal,"Baltimore, MD",0.05756052992233897
Anne Arundel Community College,2014,2880,144,15274,Non-rural,Non-tribal,"Baltimore, MD",0.05
Anne Arundel Community College,2015,3006,160,14689,Non-rural,Non-tribal,"Baltimore, MD",0.05322687957418496
Anne Arundel Community College,2016,2451,163,13904,Non-rural,Non-tribal,"Baltimore, MD",0.06650346797225622
Anne Arundel Community College,2017,2398,140,13354,Non-rural,Non-tribal,"Baltimore, MD",0.058381984987489574
Anne Arundel Community College,2018,2247,136,12886,Non-rural,Non-tribal,"Baltimore, MD",0.06052514463729417
Anne Arundel Community College,2019,2451,147,12655,Non-rural,Non-tribal,"Baltimore, MD",0.05997552019583843
Anne Arundel Community College,2020,2440,134,11948,Non-rural,Non-tribal,"Baltimore, MD",0.05491803278688524
Anne Arundel Community College,2021,2547,119,10630,Non-rural,Non-tribal,"Baltimore, MD",0.04672163329407145
Anne Arundel Community College,2022,2462,89,10192,Non-rural,Non-tribal,"Baltimore, MD",0.03614947197400487
Anne Arundel Community College,2023,2174,94,11158,Non-rural,Non-tribal,"Baltimore, MD",0.04323827046918123
Anoka Technical College,2010,397,122,2580,Non-rural,Non-tribal,"Minneapolis, MN",0.30730478589420657
Anoka Technical College,2011,486,142,2389,Non-rural,Non-tribal,"Minneapolis, MN",0.29218106995884774
Anoka Technical College,2012,505,98,2184,Non-rural,Non-tribal,"Minneapolis, MN",0.19405940594059407
Anoka Technical College,2013,501,110,2249,Non-rural,Non-tribal,"Minneapolis, MN",0.21956087824351297
Anoka Technical College,2014,620,140,2221,Non-rural,Non-tribal,"Minneapolis, MN",0.22580645161290322
Anoka Technical College,2015,613,131,2027,Non-rural,Non-tribal,"Minneapolis, MN",0.2137030995106036
Anoka Technical College,2016,569,142,1922,Non-rural,Non-tribal,"Minneapolis, MN",0.24956063268892795
Anoka Technical College,2017,640,166,1864,Non-rural,Non-tribal,"Minneapolis, MN",0.259375
Anoka Technical College,2018,759,247,1844,Non-rural,Non-tribal,"Minneapolis, MN",0.3254281949934124
Anoka Technical College,2019,916,261,1838,Non-rural,Non-tribal,"Minneapolis, MN",0.2849344978165939
Anoka Technical College,2020,919,293,1683,Non-rural,Non-tribal,"Minneapolis, MN",0.3188248095756257
Anoka Technical College,2021,918,291,1690,Non-rural,Non-tribal,"Minneapolis, MN",0.31699346405228757
Anoka Technical College,2022,985,325,1580,Non-rural,Non-tribal,"Minneapolis, MN",0.3299492385786802
Anoka Technical College,2023,859,329,1822,Non-rural,Non-tribal,"Minneapolis, MN",0.3830034924330617
Anoka-Ramsey Community College,2010,842,0,9419,Non-rural,Non-tribal,"Minneapolis, MN",0
Anoka-Ramsey Community College,2011,1057,12,9234,Non-rural,Non-tribal,"Minneapolis, MN",0.011352885525070956
Anoka-Ramsey Community College,2012,1140,23,9497,Non-rural,Non-tribal,"Minneapolis, MN",0.02017543859649123
Anoka-Ramsey Community College,2013,1093,17,9320,Non-rural,Non-tribal,"Minneapolis, MN",0.01555352241537054
Anoka-Ramsey Community College,2014,1238,6,7877,Non-rural,Non-tribal,"Minneapolis, MN",0.004846526655896607
Anoka-Ramsey Community College,2015,1136,11,9294,Non-rural,Non-tribal,"Minneapolis, MN",0.009683098591549295
Anoka-Ramsey Community College,2016,1136,8,9058,Non-rural,Non-tribal,"Minneapolis, MN",0.007042253521126761
Anoka-Ramsey Community College,2017,1087,7,8954,Non-rural,Non-tribal,"Minneapolis, MN",0.006439742410303588
Anoka-Ramsey Community College,2018,1137,10,8845,Non-rural,Non-tribal,"Minneapolis, MN",0.008795074758135445
Anoka-Ramsey Community College,2019,1270,9,8804,Non-rural,Non-tribal,"Minneapolis, MN",0.007086614173228346
Anoka-Ramsey Community College,2020,1101,12,8482,Non-rural,Non-tribal,"Minneapolis, MN",0.010899182561307902
Anoka-Ramsey Community College,2021,1126,12,7951,Non-rural,Non-tribal,"Minneapolis, MN",0.010657193605683837
Anoka-Ramsey Community College,2022,1188,16,7902,Non-rural,Non-tribal,"Minneapolis, MN",0.013468013468013467
Anoka-Ramsey Community College,2023,1040,13,7843,Non-rural,Non-tribal,"Minneapolis, MN",0.0125
Antelope Valley Community College District,2010,1094,189,14408,Non-rural,Non-tribal,"Los Angeles, CA",0.17276051188299818
Antelope Valley Community College District,2011,1217,290,14100,Non-rural,Non-tribal,"Los Angeles, CA",0.23829087921117503
Antelope Valley Community College District,2012,1271,296,14135,Non-rural,Non-tribal,"Los Angeles, CA",0.23288749016522423
Antelope Valley Community College District,2013,1509,345,14262,Non-rural,Non-tribal,"Los Angeles, CA",0.2286282306163022
Antelope Valley Community College District,2014,1838,446,14578,Non-rural,Non-tribal,"Los Angeles, CA",0.2426550598476605
Antelope Valley Community College District,2015,2193,446,14399,Non-rural,Non-tribal,"Los Angeles, CA",0.20337437300501596
Antelope Valley Community College District,2016,2485,491,14105,Non-rural,Non-tribal,"Los Angeles, CA",0.19758551307847083
Antelope Valley Community College District,2017,2630,498,14125,Non-rural,Non-tribal,"Los Angeles, CA",0.18935361216730037
Antelope Valley Community College District,2018,3024,667,14239,Non-rural,Non-tribal,"Los Angeles, CA",0.22056878306878308
Antelope Valley Community College District,2019,3516,859,13909,Non-rural,Non-tribal,"Los Angeles, CA",0.24431171786120592
Antelope Valley Community College District,2020,3303,763,12057,Non-rural,Non-tribal,"Los Angeles, CA",0.23100211928549802
Antelope Valley Community College District,2021,3186,769,11105,Non-rural,Non-tribal,"Los Angeles, CA",0.241368487131199
Antelope Valley Community College District,2022,3742,985,11840,Non-rural,Non-tribal,"Los Angeles, CA",0.26322822020309994
Antelope Valley Community College District,2023,3208,859,12937,Non-rural,Non-tribal,"Los Angeles, CA",0.26776807980049877
Arapahoe Community College,2010,1297,203,9961,Non-rural,Non-tribal,"Denver, CO",0.15651503469545103
Arapahoe Community College,2011,1354,179,11148,Non-rural,Non-tribal,"Denver, CO",0.13220088626292467
Arapahoe Community College,2012,1581,178,11806,Non-rural,Non-tribal,"Denver, CO",0.11258697027197975
Arapahoe Community College,2013,1632,156,11621,Non-rural,Non-tribal,"Denver, CO",0.09558823529411764
Arapahoe Community College,2014,1772,120,10401,Non-rural,Non-tribal,"Denver, CO",0.06772009029345373
Arapahoe Community College,2015,1801,175,10004,Non-rural,Non-tribal,"Denver, CO",0.0971682398667407
Arapahoe Community College,2016,1691,117,10261,Non-rural,Non-tribal,"Denver, CO",0.06918982850384388
Arapahoe Community College,2017,1378,92,12421,Non-rural,Non-tribal,"Denver, CO",0.06676342525399129
Arapahoe Community College,2018,1683,138,11544,Non-rural,Non-tribal,"Denver, CO",0.08199643493761141
Arapahoe Community College,2019,1509,162,12759,Non-rural,Non-tribal,"Denver, CO",0.1073558648111332
Arapahoe Community College,2020,1517,69,12001,Non-rural,Non-tribal,"Denver, CO",0.045484508899143045
Arapahoe Community College,2021,653,31,11897,Non-rural,Non-tribal,"Denver, CO",0.04747320061255743
Arapahoe Community College,2022,1505,70,12636,Non-rural,Non-tribal,"Denver, CO",0.046511627906976744
Arapahoe Community College,2023,1763,108,13978,Non-rural,Non-tribal,"Denver, CO",0.061259217243335225
Arizona Western College,2010,1255,173,8545,Rural,Non-tribal,"Yuma, AZ",0.13784860557768924
Arizona Western College,2011,1626,161,8418,Rural,Non-tribal,"Yuma, AZ",0.0990159901599016
Arizona Western College,2012,1645,162,7877,Non-rural,Non-tribal,"Yuma, AZ",0.09848024316109423
