instnm,pct_airea_completions
Hartnell College,0.06599098093494665
South Piedmont Community College,0.06552706552706553
Northern Essex Community College,0.06542201478024115
Windward Community College,0.06469689251146205
Quinsigamond Community College,0.06424084390186086
Carteret Community College,0.06421152030217185
Rowan College of South Jersey-Gloucester Campus,0.06417112299465241
County College of Morris,0.06402759911121506
Baltimore City Community College,0.06393261529964098
Indian River State College,0.06386874163791283
Clinton Community College,0.06367041198501873
Tulsa Community College,0.06347639727031752
Fulton-Montgomery Community College,0.0633393829401089
South Florida State College,0.06307080691952294
Piedmont Virginia Community College,0.06301784576163161
Tacoma Community College,0.0629481407370352
St Clair County Community College,0.06290367874192643
Santa Monica College,0.06284517770064223
CUNY Kingsborough Community College,0.06274675265965463
Dine College,0.06064690026954177
West Shore Community College,0.06048109965635739
North Lake College,0.06008422319145737
Greenfield Community College,0.06007669365146996
Chattanooga State Community College,0.0597912226047986
Rainy River Community College,0.05947136563876652
Anne Arundel Community College,0.05932749291419737
Schoolcraft Community College District,0.05924129568681794
Dutchess Community College,0.05919872433725334
Butler County Community College,0.05912818299525248
Berkshire Community College,0.05889510829885616
Bristol Community College,0.05874354093010606
Cerro Coso Community College,0.05781612155549832
Mercer County Community College,0.05779374665545447
University of Hawaii Maui College,0.05758962623951182
Eastern New Mexico University Ruidoso Branch Community College,0.05683836589698047
North Central Missouri College,0.05634833516282473
Canada College,0.05593492669210685
Pierce College District,0.05527078225986183
San Antonio College,0.05524158058090518
Lemoore College,0.05500690241053414
Community College of Philadelphia,0.05461749901831293
Jamestown Community College,0.05413076533198176
Raritan Valley Community College,0.05374551051821446
College of the Marshall Islands,0.05358807082945013
Kapiolani Community College,0.05323630792799694
Bucks County Community College,0.05298557656378447
SUNY Westchester Community College,0.05276203966005665
Edgecombe Community College,0.05261538461538461
Rio Salado College,0.05259620554574084
Lorain County Community College,0.05241228924107316
Brookdale Community College,0.05206098249576511
Guam Community College,0.05190875232774674
Community College of Beaver County,0.05130650390997521
Saint Louis Community College,0.05096827098971803
Mineral Area College,0.04970984342494251
Holyoke Community College,0.04932523084208035
Howard College,0.04905660377358491
Saddleback College,0.04893180485898521
Connecticut State Community College,0.04892442413858747
Butler Community College,0.04887280823824102
Cape Cod Community College,0.04846482169902243
Blue Ridge Community and Technical College,0.0484190655969797
Columbia Basin College,0.04783303375274615
Southern State Community College,0.04637096774193549
Central Texas College,0.04621039733940137
North Shore Community College,0.04612945077122676
New Mexico State University-Alamogordo,0.04596740493104889
Pensacola State College,0.04595529366553513
Highline College,0.04579606440071556
Community College of Vermont,0.04551169223032436
Dallas College,0.04531436247705901
Ozarka College,0.04504359057152082
Connors State College,0.04489728296885354
Santa Fe College,0.04443879604329499
College of Southern Maryland,0.04408611373188095
Columbia-Greene Community College,0.04357246027924891
Daytona State College,0.04318008162656777
Dakota College at Bottineau,0.04317221961520413
Kellogg Community College,0.0430379746835443
Montgomery County Community College,0.04295159743602685
Roane State Community College,0.04294478527607362
Hillsborough Community College,0.04255660363604554
Palo Alto College,0.04213677181671655
Clark State College,0.04133088645974627
Palm Beach State College,0.04122195341776955
CUNY Hostos Community College,0.04121999094066133
Tompkins Cortland Community College,0.04114811077475053
Harford Community College,0.04071149275473434
Chattahoochee Valley Community College,0.04060265577119509
Tillamook Bay Community College,0.03991811668372569
Southern University at Shreveport,0.0396897810218978
Rose State College,0.03939122649955237
Camden County College,0.03916332888295505
Los Angeles Valley College,0.03792655492538259
Moberly Area Community College,0.03776831808712979
CUNY Borough of Manhattan Community College,0.03624495236601718
Chipola College,0.0360838779956427
Broward College,0.03584297214403419
Orange County Community College,0.03570789332378736
Cecil College,0.03549382716049383
Suffolk County Community College,0.03525878383938122
Snead State Community College,0.0339605998235813
Pierce College-Puyallup,0.03356661482633488
Norwalk Community College,0.03351158645276293
Bellevue College,0.03306463017960685
Temple College,0.03271537622682661
NorthWest Arkansas Community College,0.03253659652333029
Community College of Aurora,0.03195739014647136
Missouri State University-West Plains,0.03187546330615271
Northwest Vista College,0.03153253889652088
Jefferson Community College,0.03117080587937152
SUNY Adirondack,0.03107416879795396
Central Ohio Technical College,0.03094164940918503
Quincy College,0.03085728505661316
Rockland Community College,0.03084403802888453
North Hennepin Community College,0.03048309465803078
Carl Albert State College,0.03029385034837928
Yakima Valley College,0.03024390243902439
Lake-Sumter State College,0.03011216566005176
Tunxis Community College,0.02973011978640496
Nassau Community College,0.02900654372397382
Los Angeles Southwest College,0.02883806961493189
Community College of Rhode Island,0.02863839449205302
St Charles Community College,0.02846975088967971
Schenectady County Community College,0.02811671087533156
College of Central Florida,0.02796568534824836
Chesapeake College,0.02719106579266812
Cayuga County Community College,0.02610288505571668
Northwestern Connecticut Community College,0.0259388308168796
Fond du Lac Tribal and Community College,0.02591577373536007
Wor-Wic Community College,0.02568593111500292
Howard Community College,0.02554765959945968
McLennan Community College,0.02546970762584145
Collin County Community College District,0.02531645569620253
Walters State Community College,0.02437611623304532
Jefferson State Community College,0.02427595551290013
Prince George's Community College,0.02425222312045271
Valencia College,0.02382710795113158
Germanna Community College,0.02307364836100468
Spokane Falls Community College,0.02276148612031071
Lamar Community College,0.02241503976861894
Labette Community College,0.02173207914369121
Rowan College of South Jersey-Cumberland Campus,0.02107481559536354
Rappahannock Community College,0.02037599909940335
Pellissippi State Community College,0.01980985306828003
North Florida College,0.01949517750872152
Miami Dade College,0.01874821185142799
Carroll Community College,0.01872843765401675
Coconino Community College,0.01843994778067885
Independence Community College,0.01809523809523809
Eastern Gateway Community College,0.01771608252166577
St Petersburg College,0.01707279217755704
Murray State College,0.01676995989792198
Berkeley City College,0.015901513208515
Sullivan County Community College,0.01526004360012457
Northwest Florida State College,0.01486757816234821
Whatcom Community College,0.01484785937812104
Jackson State Community College,0.01471238938053097
Richland College,0.01470808944919705
Rowan College at Burlington County,0.01425633355146302
Atlantic Cape Community College,0.01424606845513413
Bergen Community College,0.01390924785823642
Weatherford College,0.01372726639258588
Herkimer County Community College,0.01336238198983297
Ocean County College,0.01275569367781437
Genesee Community College,0.01258210750300675
Inver Hills Community College,0.01142600089968511
Pasco-Hernando State College,0.01098755186721991
North Country Community College,0.01063040791100123
Western Oklahoma State College,0.01009316770186335
Gulf Coast State College,0.01004421983575489
Anoka-Ramsey Community College,0.00987975300617484
Normandale Community College,0.00903049923325949
Passaic County Community College,0.00860571609032054
Dyersburg State Community College,0.00812885744392593
Florida SouthWestern State College,0.00799053752135628
Tallahassee Community College,0.00759529279384875
Columbia State Community College,0.00737415838409746
State College of Florida-Manatee-Sarasota,0.00711673809617426
Polk State College,0.00686997319034852
Northeast Lakeview College,0.00669216061185468
Volunteer State Community College,0.00538608938836811
Saint Johns River State College,0.00477509874432588
Louisiana State University-Eunice,0.00277008310249307
CUNY Stella and Charles Guttman Community College,5.678591709256103e-4
Fashion Institute of Technology,0
University of Wisconsin Colleges,0
