county,CZ,cz_label
12049,104,"Winter Haven, FL & Lakeland, FL"
12125,93,"Jacksonville, FL"
13311,109,"Gainesville, GA"
13151,117,"Atlanta, GA"
13105,120,"Athens, GA"
13303,108,"Milledgeville, GA"
13149,6,"Anniston, AL"
13229,114,"Brunswick, GA"
16041,139,"Logan, UT"
17175,156,"Davenport, IA"
18041,172,"Richmond, IN"
19127,181,"Waterloo, IA"
19021,183,"Storm Lake, IA"
20161,205,"Manhattan, KS"
21151,233,"Richmond, KY"
21013,224,"Middlesborough, KY"
21125,233,"Richmond, KY"
21183,235,"Owensboro, KY"
21055,231,"Henderson, KY"
21231,234,"Somerset, KY"
21131,229,"Hazard, KY"
21189,229,"Hazard, KY"
22071,240,"New Orleans, LA"
22099,238,"Lafayette, LA"
22039,238,"Lafayette, LA"
23021,250,"Bangor, ME"
26135,270,"Houghton Lake, MI"
27015,282,"Mankato, MN"
27145,280,"St. Cloud, MN"
28111,304,"Hattiesburg, MS"
29041,315,"Chillicothe, MO"
29027,309,"Columbia, MO"
29075,320,"Maryville, MO"
29029,314,"Osage Beach, MO & Eldon, MO & Camdenton, MO"
30007,326,"Bozeman, MT"
30025,328,"Baker, MT"
31171,349,"Broken Bow, NE"
34035,369,"Newark, NJ & Jersey City, NJ"
37101,403,"Raleigh, NC"
37099,123,"Waynesville, NC"
38083,414,"Carrington, ND"
40145,440,"Tulsa, OK"
40133,437,"Oklahoma City, OK"
41013,452,"Bend, OR"
41061,447,"La Grande, OR"
42091,90,"Philadelphia, PA"
42013,464,"Altoona, PA"
42033,385,"Erie, PA"
42113,466,"Williamsport, PA"
45047,470,"Greenville, SC"
45067,474,"Myrtle Beach, SC"
46137,481,"Eagle Butte, SD & North Eagle Butte, SD"
47097,495,"Dyersburg, TN"
47063,493,"Morristown, TN"
47173,486,"Knoxville, TN"
47057,493,"Morristown, TN"
48135,376,"Odessa, TX & Midland, TX"
48401,526,"Longview, TX"
48103,376,"Odessa, TX & Midland, TX"
48115,505,"Lubbock, TX"
48089,515,"Gonzales, TX"
48287,502,"Austin, TX"
48347,530,"Nacogdoches, TX"
48025,499,"McAllen, TX"
48405,530,"Nacogdoches, TX"
48319,524,"Kerrville, TX"
48173,376,"Odessa, TX & Midland, TX"
49007,534,"Price, UT"
49017,537,"Richfield, UT"
51041,544,"Richmond, VA"
51177,550,"Fredericksburg, VA"
51163,557,"Lexington, VA & Buena Vista, VA"
51023,547,"Roanoke, VA"
51137,552,"Culpeper, VA"
51063,547,"Roanoke, VA"
51125,542,"Charlottesville, VA"
53037,562,"Yakima, WA"
54039,565,"Charleston, WV"
54049,566,"Morgantown, WV"
54109,567,"Beckley, WV"
55001,569,"Wausau, WI"
72141,584,"Utuado, PR"
72003,585,"Aguadilla, PR"
72023,591,"San Germán, PR & Mayagüez, PR"
17097,152,"Chicago, IL"
17029,148,"Decatur, IL"
5009,43,"Harrison, AR"
6059,37,"Los Angeles, CA"
6041,58,"San Francisco, CA"
6085,70,"San Jose, CA"
6077,60,"Stockton, CA & Modesto, CA"
6019,64,"Fresno, CA"
9180,88,"Hartford, CT & Bridgeport, CT"
40089,57,"Idabel, OK & De Queen, AR & Mena, AR"
41019,451,"Roseburg, OR"
41051,449,"Portland, OR"
42111,464,"Altoona, PA"
42101,90,"Philadelphia, PA"
30015,325,"Great Falls, MT"
30073,335,"Shelby, MT & Cut Bank, MT & North Browning, MT & Conrad, MT"
31155,358,"Lincoln, NE"
31085,355,"McCook, NE"
36111,388,"Poughkeepsie, NY"
37167,394,"Charlotte, NC"
37193,404,"Winston-Salem, NC"
37117,396,"Washington, NC"
38071,410,"Counties: Benson Co., ND, Nelson Co., ND, Ramsey Co., ND"
39127,428,"Columbus, OH"
40117,440,"Tulsa, OK"
41023,454,"John Day, OR"
41003,448,"Eugene, OR"
45049,471,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC"
46093,479,"Rapid City, SD"
46041,481,"Eagle Butte, SD & North Eagle Butte, SD"
46117,485,"Pierre, SD"
47059,489,"Johnson City, TN"
47031,487,"Murfreesboro, TN"
47187,490,"Nashville, TN"
47037,490,"Nashville, TN"
48339,501,"Houston, TX"
48227,376,"Odessa, TX & Midland, TX"
48289,522,"Mexia, TX"
48241,239,"Beaumont, TX & Lake Charles, LA"
48449,55,"Texarkana, TX"
51127,544,"Richmond, VA"
51103,554,"Warsaw, VA & Tappahannock, VA"
51139,546,"Harrisonburg, VA"
51017,543,"Covington, VA"
51036,544,"Richmond, VA"
53021,460,"Kennewick, WA"
53025,558,"Moses Lake, WA"
54087,565,"Charleston, WV"
55057,289,"La Crosse, WI"
56013,582,"Riverton, WY"
5003,40,"Pine Bluff, AR"
6053,70,"San Jose, CA"
13027,112,"Valdosta, GA"
16079,133,"Coeur d'Alene, ID"
17189,151,"Mount Vernon, IL & Centralia, IL"
18089,174,"Hammond, IN & Michigan City, IN & Gary, IN"
26029,267,"Petoskey, MI & Cheboygan, MI"
36081,382,"New York, NY"
21007,159,"Paducah, KY"
21089,226,"Huntington, WV"
8005,72,"Denver, CO"
24025,252,"Baltimore, MD"
1117,5,"Birmingham, AL"
25011,258,"Springfield, MA"
29227,320,"Maryville, MO"
37133,402,"Jacksonville, NC"
37131,397,"Roanoke Rapids, NC"
40141,438,"Wichita Falls, TX & Lawton, OK"
42125,463,"Pittsburgh, PA"
45073,470,"Greenville, SC"
48403,530,"Nacogdoches, TX"
22105,246,"Baton Rouge, LA"
23027,248,"Portland, ME"
24035,89,"Dover, DE"
24001,251,"Cumberland, MD"
27031,285,"Grand Marais, MN"
27075,283,"Duluth, MN"
27077,292,"Roseau, MN"
28109,240,"New Orleans, LA"
28103,302,"Starkville, MS & Columbus, MS"
29171,307,"Kirksville, MO"
30061,331,"Missoula, MT"
30105,337,"Glasgow, MT & Wolf Point, MT"
30035,335,"Shelby, MT & Cut Bank, MT & North Browning, MT & Conrad, MT"
32031,361,"Reno, NV"
33015,365,"Nashua, NH"
33009,367,"Lebanon, NH & Claremont, NH"
34001,368,"Trenton, NJ"
37039,124,"Andrews, NC"
37177,396,"Washington, NC"
37053,401,"Virginia Beach, VA"
37029,401,"Virginia Beach, VA"
37161,407,"Spartanburg, SC"
38077,279,"Fargo, ND"
38097,294,"Grand Forks, ND"
13315,111,"Tifton, GA"
13025,114,"Brunswick, GA"
15007,128,"Kapaa, HI"
16031,136,"Burley, ID"
19179,178,"Ottumwa, IA"
19035,183,"Storm Lake, IA"
20081,215,"Liberal, KS"
21167,227,"Danville, KY"
21235,233,"Richmond, KY"
21239,221,"Lexington, KY"
21217,219,"Bardstown, KY & Campbellsville, KY"
21099,222,"Glasgow, KY"
47013,486,"Knoxville, TN"
47073,489,"Johnson City, TN"
47183,159,"Paducah, KY"
47123,486,"Knoxville, TN"
48215,499,"McAllen, TX"
48057,511,"Victoria, TX"
48465,517,"Del Rio, TX & Eagle Pass, TX"
48419,530,"Nacogdoches, TX"
51159,554,"Warsaw, VA & Tappahannock, VA"
51069,551,"Winchester, VA"
51165,546,"Harrisonburg, VA"
53057,561,"Seattle, WA"
53049,450,"Aberdeen, WA"
55023,177,"Platteville, WI"
4009,36,"Deming, NM"
5011,40,"Pine Bluff, AR"
5109,45,"Hot Springs, AR"
5145,53,"Searcy, AR"
5085,49,"Little Rock, AR"
5019,45,"Hot Springs, AR"
12105,104,"Winter Haven, FL & Lakeland, FL"
12055,104,"Winter Haven, FL & Lakeland, FL"
12133,94,"Panama City, FL"
12029,92,"Gainesville, FL"
48507,517,"Del Rio, TX & Eagle Pass, TX"
48349,445,"Dallas, TX"
48051,506,"College Station, TX"
48473,501,"Houston, TX"
48185,506,"College Station, TX"
48033,505,"Lubbock, TX"
49049,536,"Salt Lake City, UT"
22021,243,"Monroe, LA"
22063,246,"Baton Rouge, LA"
22059,242,"Alexandria, LA"
23023,248,"Portland, ME"
26071,271,"Marinette, WI"
27061,283,"Duluth, MN"
28049,299,"Jackson, MS"
28161,303,"Oxford, MS"
28163,299,"Jackson, MS"
28053,300,"Greenville, MS"
12009,95,"Palm Bay, FL & Port St. Lucie, FL"
4027,38,"Yuma, AZ"
5131,50,"Fort Smith, AR"
6013,58,"San Francisco, CA"
9130,88,"Hartford, CT & Bridgeport, CT"
41055,456,"The Dalles, OR"
16083,134,"Twin Falls, ID"
16035,137,"Lewiston, ID & Pullman, WA"
26147,272,"Detroit, MI"
19185,187,"Osceola, IA"
36103,382,"New York, NY"
21003,220,"Bowling Green, KY"
8097,80,"Rifle, CO & Edwards, CO & Glenwood Springs, CO & Gypsum, CO"
23005,248,"Portland, ME"
1035,11,"Andalusia, AL & Atmore, AL"
28143,51,"Memphis, TN"
29189,160,"St. Louis, MO"
30029,333,"Kalispell, MT"
37043,124,"Andrews, NC"
49003,139,"Logan, UT"
51179,550,"Fredericksburg, VA"
12129,103,"Tallahassee, FL"
13021,113,"Macon, GA & Warner Robins, GA"
13029,115,"Savannah, GA"
16077,131,"Idaho Falls, ID"
19031,180,"Cedar Rapids, IA"
21119,229,"Hazard, KY"
22053,239,"Beaumont, TX & Lake Charles, LA"
27021,277,"Bemidji, MN & Brainerd, MN"
30079,329,"Miles City, MT"
37159,394,"Charlotte, NC"
39021,424,"Dayton, OH"
45005,471,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC"
46055,483,"Counties: Haakon Co., SD, Jackson Co., SD"
48041,506,"College Station, TX"
48053,502,"Austin, TX"
48407,501,"Houston, TX"
51111,549,"South Boston, VA & Farmville, VA"
51840,551,"Winchester, VA"
54067,568,"Summersville, WV"
72127,590,"San Juan, PR"
12057,105,"Tampa, FL"
12047,92,"Gainesville, FL"
13051,115,"Savannah, GA"
1049,8,"Gadsden, AL"
5091,55,"Texarkana, TX"
8113,79,"Grand Junction, CO"
6033,67,"Clearlake, CA & Ukiah, CA"
39161,418,"Lima, OH"
42017,90,"Philadelphia, PA"
45013,471,"Hilton Head Island, SC & Aiken, SC & Bluffton, SC"
36063,381,"Buffalo, NY"
36119,388,"Poughkeepsie, NY"
36105,388,"Poughkeepsie, NY"
8001,72,"Denver, CO"
22029,245,"Vicksburg, MS"
22037,246,"Baton Rouge, LA"
24019,89,"Dover, DE"
1073,5,"Birmingham, AL"
25007,257,"Vineyard Haven, MA"
26141,260,"Alpena, MI"
27069,290,"Grafton, ND"
28157,298,"McComb, MS & Brookhaven, MS"
29037,194,"Kansas City, MO"
34031,369,"Newark, NJ & Jersey City, NJ"
37141,399,"Wilmington, NC"
37091,397,"Roanoke Rapids, NC"
13305,115,"Savannah, GA"
13195,120,"Athens, GA"
13289,113,"Macon, GA & Warner Robins, GA"
16085,130,"McCall, ID"
19075,181,"Waterloo, IA"
21179,219,"Bardstown, KY & Campbellsville, KY"
47165,490,"Nashville, TN"
48427,499,"McAllen, TX"
48377,507,"Alpine, TX"
51143,391,"Burlington, NC"
53015,449,"Portland, OR"
54057,251,"Cumberland, MD"
5045,49,"Little Rock, AR"
5095,39,"Forrest City, AR"
12117,98,"Orlando, FL"
12041,92,"Gainesville, FL"
48239,511,"Victoria, TX"
48019,306,"San Antonio, TX"
21005,221,"Lexington, KY"
22015,244,"Shreveport, LA"
29033,315,"Chillicothe, MO"
30077,331,"Missoula, MT"
30069,339,"County: Petroleum Co., MT"
37087,123,"Waynesville, NC"
37121,400,"Asheville, NC"
40101,433,"Muskogee, OK"
42097,466,"Williamsport, PA"
45061,472,"Columbia, SC"
45027,472,"Columbia, SC"
47001,486,"Knoxville, TN"
47081,490,"Nashville, TN"
48381,500,"Amarillo, TX"
48481,501,"Houston, TX"
51047,552,"Culpeper, VA"
54013,565,"Charleston, WV"
54083,564,"Elkins, WV"
56003,578,"Cody, WY"
6079,71,"Santa Barbara, CA"
6057,62,"Sacramento, CA"
17197,152,"Chicago, IL"
17165,154,"Harrisburg, IL"
26109,271,"Marinette, WI"
36113,380,"Albany, NY"
22031,244,"Shreveport, LA"
1047,4,"Tuscaloosa, AL"
1099,11,"Andalusia, AL & Atmore, AL"
30057,326,"Bozeman, MT"
36075,384,"Syracuse, NY"
40067,438,"Wichita Falls, TX & Lawton, OK"
44005,256,"Providence, RI"
48007,499,"McAllen, TX"
54011,226,"Huntington, WV"
55075,271,"Marinette, WI"
5111,46,"Jonesboro, AR"
12121,92,"Gainesville, FL"
13075,112,"Valdosta, GA"
16005,131,"Idaho Falls, ID"
21109,233,"Richmond, KY"
22079,242,"Alexandria, LA"
27129,284,"Willmar, MN"
29211,307,"Kirksville, MO"
30047,333,"Kalispell, MT"
35043,371,"Albuquerque, NM"
42023,467,"St. Marys, PA"
47149,487,"Murfreesboro, TN"
48187,306,"San Antonio, TX"
48189,508,"Plainview, TX"
49015,534,"Price, UT"
51167,548,"Bluefield, WV"
54019,567,"Beckley, WV"
13007,107,"Albany, GA"
12103,105,"Tampa, FL"
46123,482,"Winner, SD"
48355,499,"McAllen, TX"
48043,507,"Alpine, TX"
51185,548,"Bluefield, WV"
54065,551,"Winchester, VA"
12069,98,"Orlando, FL"
13107,115,"Savannah, GA"
13181,116,"Augusta, GA"
19029,179,"Denison, IA & Atlantic, IA"
21107,231,"Henderson, KY"
22083,247,"Tallulah, LA"
27171,293,"Otsego, MN & St. Michael, MN"
35021,373,"Las Vegas, NM"
39079,432,"Chillicothe, OH & Portsmouth, OH"
41043,448,"Eugene, OR"
48029,306,"San Antonio, TX"
48423,497,"Tyler, TX"
48311,306,"San Antonio, TX"
49013,535,"Vernal, UT"
51009,545,"Lynchburg, VA"
72015,589,"Ponce, PR"
11001,91,"Washington, DC"
12089,93,"Jacksonville, FL"
6087,70,"San Jose, CA"
8023,73,"Alamosa, CO"
41007,450,"Aberdeen, WA"
42103,469,"Scranton, PA"
17153,142,"Carbondale, IL"
18123,162,"Evansville, IN"
36059,382,"New York, NY"
26097,268,"Sault Ste. Marie, MI"
22087,240,"New Orleans, LA"
22035,247,"Tallulah, LA"
25009,254,"Boston, MA"
28151,300,"Greenville, MS"
29099,160,"St. Louis, MO"
34013,369,"Newark, NJ & Jersey City, NJ"
13291,124,"Andrews, NC"
13309,121,"Dublin, GA"
17027,151,"Mount Vernon, IL & Centralia, IL"
18157,161,"Lafayette, IN"
20069,204,"Dodge City, KS"
45045,470,"Greenville, SC"
48061,499,"McAllen, TX"
54059,236,"Pikeville, KY"
55029,572,"Green Bay, WI"
5001,39,"Forrest City, AR"
12077,94,"Panama City, FL"
13261,122,"Americus, GA"
48353,520,"Sweetwater, TX"
21203,233,"Richmond, KY"
22033,246,"Baton Rouge, LA"
29195,311,"Sedalia, MO & Warrensburg, MO"
13033,116,"Augusta, GA"
13301,116,"Augusta, GA"
13221,120,"Athens, GA"
16015,129,"Boise, ID"
18125,162,"Evansville, IN"
20203,217,"Scott City, KS"
21033,231,"Henderson, KY"
45065,470,"Greenville, SC"
47091,395,"Boone, NC"
48039,501,"Houston, TX"
51193,550,"Fredericksburg, VA"
53035,561,"Seattle, WA"
54103,422,"Wheeling, WV"
55043,177,"Platteville, WI"
5147,53,"Searcy, AR"
8057,81,"Laramie, WY"
48447,518,"Graham, TX"
48301,376,"Odessa, TX & Midland, TX"
21147,234,"Somerset, KY"
22043,242,"Alexandria, LA"
30039,331,"Missoula, MT"
35019,373,"Las Vegas, NM"
37065,406,"Rocky Mount, NC & Wilson, NC"
37017,398,"Fayetteville, NC"
45079,472,"Columbia, SC"
45089,474,"Myrtle Beach, SC"
46075,356,"Valentine, NE"
47033,491,"Jackson, TN"
47089,493,"Morristown, TN"
48379,516,"Greenville, TX & Paris, TX"
28033,51,"Memphis, TN"
38035,294,"Grand Forks, ND"
45051,474,"Myrtle Beach, SC"
54099,226,"Huntington, WV"
56007,580,"Rock Springs, WY"
51145,544,"Richmond, VA"
51005,543,"Covington, VA"
5017,40,"Pine Bluff, AR"
8011,75,"Lamar, CO"
13121,117,"Atlanta, GA"
15009,127,"Kahului, HI & Kihei, HI"
18071,164,"Columbus, IN"
22055,238,"Lafayette, LA"
28137,51,"Memphis, TN"
29019,309,"Columbia, MO"
35051,375,"El Paso, TX"
48105,514,"San Angelo, TX"
49055,537,"Richfield, UT"
51830,555,"Newport News, VA"
6107,64,"Fresno, CA"
41065,456,"The Dalles, OR"
37163,405,"Greenville, NC"
42089,469,"Scranton, PA"
48265,524,"Kerrville, TX"
56035,140,"Jackson, WY"
24029,89,"Dover, DE"
37047,399,"Wilmington, NC"
18069,163,"Fort Wayne, IN"
51199,555,"Newport News, VA"
53029,561,"Seattle, WA"
5075,46,"Jonesboro, AR"
27103,282,"Mankato, MN"
5025,40,"Pine Bluff, AR"
6113,62,"Sacramento, CA"
26035,264,"Saginaw, MI"
21159,236,"Pikeville, KY"
22057,241,"Houma, LA"
26007,260,"Alpena, MI"
27163,278,"Minneapolis, MN"
29069,56,"Blytheville, AR"
39043,429,"Sandusky, OH"
12109,93,"Jacksonville, FL"
12035,101,"Deltona, FL"
37051,398,"Fayetteville, NC"
38055,412,"Bismarck, ND"
39073,428,"Columbus, OH"
41017,452,"Bend, OR"
45063,472,"Columbia, SC"
48371,531,"Fort Stockton, TX"
26003,261,"Marquette, MI"
34007,368,"Trenton, NJ"
48361,239,"Beaumont, TX & Lake Charles, LA"
54003,551,"Winchester, VA"
51187,551,"Winchester, VA"
51640,393,"Wytheville, VA & Galax, VA"
6069,70,"San Jose, CA"
22065,247,"Tallulah, LA"
8035,72,"Denver, CO"
6009,60,"Stockton, CA & Modesto, CA"
8111,80,"Rifle, CO & Edwards, CO & Glenwood Springs, CO & Gypsum, CO"
13189,116,"Augusta, GA"
16061,137,"Lewiston, ID & Pullman, WA"
19107,178,"Ottumwa, IA"
21011,223,"Mount Sterling, KY & Morehead, KY"
22013,243,"Monroe, LA"
37127,406,"Rocky Mount, NC & Wilson, NC"
37057,404,"Winston-Salem, NC"
42129,463,"Pittsburgh, PA"
51087,544,"Richmond, VA"
51175,401,"Virginia Beach, VA"
55067,569,"Wausau, WI"
48155,521,"Vernon, TX"
13213,110,"Dalton, GA"
9190,88,"Hartford, CT & Bridgeport, CT"
37103,402,"Jacksonville, NC"
47113,491,"Jackson, TN"
48467,376,"Odessa, TX & Midland, TX"
54005,565,"Charleston, WV"
24009,91,"Washington, DC"
28001,245,"Vicksburg, MS"
20025,204,"Dodge City, KS"
9140,88,"Hartford, CT & Bridgeport, CT"
13031,115,"Savannah, GA"
27127,284,"Willmar, MN"
6095,58,"San Francisco, CA"
29199,307,"Kirksville, MO"
13179,115,"Savannah, GA"
1097,2,"Mobile, AL"
1039,11,"Andalusia, AL & Atmore, AL"
1119,4,"Tuscaloosa, AL"
1075,12,"Hamilton, AL"
1029,6,"Anniston, AL"
4017,32,"Gallup, NM"
5035,51,"Memphis, TN"
6099,60,"Stockton, CA & Modesto, CA"
5055,46,"Jonesboro, AR"
8081,86,"Steamboat Springs, CO"
8115,87,"Sidney, NE"
12087,96,"Miami, FL"
12081,97,"North Port, FL & Port Charlotte, FL"
9120,88,"Hartford, CT & Bridgeport, CT"
17171,146,"Springfield, IL"
17001,141,"Quincy, IL"
17095,156,"Davenport, IA"
13147,120,"Athens, GA"
17083,143,"Alton, IL"
17091,157,"Kankakee, IL"
13285,7,"Columbus, GA"
16075,129,"Boise, ID"
12051,99,"Cape Coral, FL"
17135,143,"Alton, IL"
17119,143,"Alton, IL"
17037,152,"Chicago, IL"
17089,152,"Chicago, IL"
16057,137,"Lewiston, ID & Pullman, WA"
17179,145,"Peoria, IL"
17023,149,"Terre Haute, IN"
13295,118,"Chattanooga, TN"
17073,156,"Davenport, IA"
13101,112,"Valdosta, GA"
19133,192,"Sioux City, IA"
18075,165,"Muncie, IN"
19061,158,"Dubuque, IA"
26129,270,"Houghton Lake, MI"
18033,163,"Fort Wayne, IN"
18087,171,"South Bend, IN"
26021,171,"South Bend, IN"
26165,275,"Cadillac, MI"
19097,158,"Dubuque, IA"
26059,274,"Jackson, MI"
26005,262,"Grand Rapids, MI"
19109,184,"Fort Dodge, IA"
26139,262,"Grand Rapids, MI"
19119,191,"Sioux Center, IA"
16081,140,"Jackson, WY"
17069,154,"Harrisburg, IL"
17059,154,"Harrisburg, IL"
17147,147,"Champaign, IL & Bloomington, IL"
17121,151,"Mount Vernon, IL & Centralia, IL"
26065,269,"Lansing, MI"
19053,187,"Osceola, IA"
26051,264,"Saginaw, MI"
26105,276,"Ludington, MI & Manistee, MI"
18135,165,"Muncie, IN"
40143,440,"Tulsa, OK"
36079,388,"Poughkeepsie, NY"
40097,439,"Miami, OK"
36029,381,"Buffalo, NY"
26085,275,"Cadillac, MI"
40021,433,"Muskogee, OK"
21023,228,"Maysville, KY"
26045,269,"Lansing, MI"
40035,439,"Miami, OK"
26155,269,"Lansing, MI"
20119,215,"Liberal, KS"
20099,193,"Parsons, KS & Chanute, KS"
20077,200,"Wichita, KS"
20043,195,"St. Joseph, MO"
20157,206,"Concordia, KS"
20005,195,"St. Joseph, MO"
21075,159,"Paducah, KY"
8003,73,"Alamosa, CO"
36001,380,"Albany, NY"
40015,437,"Oklahoma City, OK"
28095,297,"Tupelo, MS"
21035,159,"Paducah, KY"
26061,265,"Houghton, MI"
40105,202,"Bartlesville, OK"
8087,84,"Fort Collins, CO"
8105,73,"Alamosa, CO"
8089,78,"Colorado Springs, CO"
24023,251,"Cumberland, MD"
1021,5,"Birmingham, AL"
25019,259,"County: Nantucket Co., MA"
1103,10,"Huntsville, AL"
26017,264,"Saginaw, MI"
26151,272,"Detroit, MI"
1037,6,"Anniston, AL"
27043,185,"Mason City, IA & Austin, MN"
27117,295,"Sioux Falls, SD"
27055,289,"La Crosse, WI"
27071,291,"International Falls, MN"
28039,305,"Gulfport, MS"
28023,9,"Meridian, MS"
41067,449,"Portland, OR"
55081,289,"La Crosse, WI"
55129,571,"Rice Lake, WI"
55085,575,"Rhinelander, WI"
56025,581,"Casper, WY"
13239,3,"Dothan, AL"
32029,361,"Reno, NV"
51720,553,"Big Stone Gap, VA"
39013,422,"Wheeling, WV"
39135,424,"Dayton, OH"
41071,449,"Portland, OR"
42003,463,"Pittsburgh, PA"
42005,463,"Pittsburgh, PA"
42119,466,"Williamsport, PA"
56009,581,"Casper, WY"
72021,590,"San Juan, PR"
8085,79,"Grand Junction, CO"
12115,97,"North Port, FL & Port Charlotte, FL"
12021,99,"Cape Coral, FL"
39025,225,"Cincinnati, OH"
39037,424,"Dayton, OH"
42077,465,"Allentown, PA"
42037,466,"Williamsport, PA"
72051,590,"San Juan, PR"
72073,584,"Utuado, PR"
12099,95,"Palm Bay, FL & Port St. Lucie, FL"
12061,95,"Palm Bay, FL & Port St. Lucie, FL"
39093,420,"Cleveland, OH"
39007,420,"Cleveland, OH"
45023,394,"Charlotte, NC"
45001,470,"Greenville, SC"
46035,475,"Mitchell, SD & Huron, SD"
72059,589,"Ponce, PR"
72075,589,"Ponce, PR"
12059,94,"Panama City, FL"
17007,144,"Rockford, IL"
17049,148,"Decatur, IL"
31059,357,"Grand Island, NE"
31121,357,"Grand Island, NE"
31047,353,"Kearney, NE"
46097,295,"Sioux Falls, SD"
46087,295,"Sioux Falls, SD"
46015,478,"Chamberlain, SD"
46073,475,"Mitchell, SD & Huron, SD"
72131,585,"Aguadilla, PR"
72011,585,"Aguadilla, PR"
17019,147,"Champaign, IL & Bloomington, IL"
17013,143,"Alton, IL"
31181,345,"Hastings, NE"
31163,353,"Kearney, NE"
31007,348,"Cheyenne, WY"
31113,347,"North Platte, NE"
46119,485,"Pierre, SD"
47133,492,"Cookeville, TN"
48157,501,"Houston, TX"
72099,585,"Aguadilla, PR"
72061,590,"San Juan, PR"
17133,160,"St. Louis, MO"
17183,161,"Lafayette, IN"
17107,146,"Springfield, IL"
33013,365,"Nashua, NH"
35005,372,"Roswell, NM"
36023,386,"Ithaca, NY & Elmira, NY"
48013,306,"San Antonio, TX"
48121,445,"Dallas, TX"
48325,306,"San Antonio, TX"
72105,590,"San Juan, PR"
72079,591,"San Germán, PR & Mayagüez, PR"
17199,142,"Carbondale, IL"
13111,119,"Woodstock, GA & Canton, GA"
17177,144,"Rockford, IL"
36041,380,"Albany, NY"
36097,386,"Ithaca, NY & Elmira, NY"
36123,390,"Rochester, NY"
48027,504,"Killeen, TX"
48049,510,"Stephenville, TX & Brownwood, TX"
48231,516,"Greenville, TX & Paris, TX"
72057,589,"Ponce, PR"
72025,586,"Caguas, PR"
1083,10,"Huntsville, AL"
4003,33,"Tucson, AZ"
4023,33,"Tucson, AZ"
37183,403,"Raleigh, NC"
37151,404,"Winston-Salem, NC"
48259,306,"San Antonio, TX"
48233,500,"Amarillo, TX"
48207,503,"Snyder, TX"
48099,504,"Killeen, TX"
72029,590,"San Juan, PR"
72041,587,"Cayey, PR"
4011,36,"Deming, NM"
5113,57,"Idabel, OK & De Queen, AR & Mena, AR"
37061,405,"Greenville, NC"
37035,392,"Hickory, NC"
48183,526,"Longview, TX"
48101,513,"Childress, TX"
48193,510,"Stephenville, TX & Brownwood, TX"
48437,508,"Plainview, TX"
48125,503,"Snyder, TX"
72139,590,"San Juan, PR"
72063,586,"Caguas, PR"
5005,41,"Mountain Home, AR"
6075,58,"San Francisco, CA"
6027,66,"Bakersfield, CA"
6061,62,"Sacramento, CA"
37107,405,"Greenville, NC"
38089,344,"Dickinson, ND"
48445,505,"Lubbock, TX"
48425,527,"Fort Worth, TX"
48069,374,"Clovis, NM"
48175,511,"Victoria, TX"
48235,514,"San Angelo, TX"
48107,505,"Lubbock, TX"
48413,514,"San Angelo, TX"
49041,537,"Richfield, UT"
72109,589,"Ponce, PR"
72153,591,"San Germán, PR & Mayagüez, PR"
6035,68,"Susanville, CA"
6029,66,"Bakersfield, CA"
38015,412,"Bismarck, ND"
38047,415,"Jamestown, ND"
38043,412,"Bismarck, ND"
49001,364,"St. George, UT"
50023,367,"Lebanon, NH & Claremont, NH"
50015,540,"Burlington, VT"
72001,584,"Utuado, PR"
72145,588,"Arecibo, PR"
8007,74,"Farmington, NM"
8103,86,"Steamboat Springs, CO"
8075,85,"Sterling, CO"
39003,418,"Lima, OH"
39137,418,"Lima, OH"
39139,419,"Mansfield, OH"
39011,418,"Lima, OH"
51135,549,"South Boston, VA & Farmville, VA"
51790,546,"Harrisonburg, VA"
51670,544,"Richmond, VA"
72055,591,"San Germán, PR & Mayagüez, PR"
72133,589,"Ponce, PR"
9160,88,"Hartford, CT & Bridgeport, CT"
38013,342,"Williston, ND"
38079,416,"Rugby, ND"
38075,411,"Minot, ND"
39133,420,"Cleveland, OH"
39005,419,"Mansfield, OH"
39065,431,"Findlay, OH"
39175,431,"Findlay, OH"
51750,547,"Roanoke, VA"
51183,544,"Richmond, VA"
51610,91,"Washington, DC"
51595,397,"Roanoke Rapids, NC"
72121,591,"San Germán, PR & Mayagüez, PR"
72147,593,"Vieques, PR"
39145,432,"Chillicothe, OH & Portsmouth, OH"
39087,226,"Huntington, WV"
39115,430,"Parkersburg, WV"
39067,422,"Wheeling, WV"
40061,443,"McAlester, OK"
51620,401,"Virginia Beach, VA"
53001,558,"Moses Lake, WA"
54091,566,"Morgantown, WV"
72071,585,"Aguadilla, PR"
72017,588,"Arecibo, PR"
39029,426,"Youngstown, OH"
39099,426,"Youngstown, OH"
40011,437,"Oklahoma City, OK"
40091,433,"Muskogee, OK"
55025,574,"Madison, WI"
55103,574,"Madison, WI"
55135,573,"Appleton, WI"
72111,589,"Ponce, PR"
72093,591,"San Germán, PR & Mayagüez, PR"
13231,117,"Atlanta, GA"
13055,110,"Dalton, GA"
13011,109,"Gainesville, GA"
13003,106,"Douglas, GA"
31025,190,"Omaha, NE"
31061,353,"Kearney, NE"
31175,359,"Ord, NE"
48337,445,"Dallas, TX"
48211,525,"Pampa, TX"
48111,379,"Dumas, TX"
50001,540,"Burlington, VT"
